# Position_mm,Temperature_K,H,O,H2,O2,OH,H2O,N2,N,NO,HO2,H2O2,AR,OH*,HE
4.166666666666666963e+00,3.000000000000000000e+02,-6.301626814851348977e-26,-4.319894413836126213e-20,2.852214669990387613e-02,2.263520957598026406e-01,-6.722198625694393833e-23,1.174807614284567679e-19,7.450974971295628579e-01,4.624690361107186829e-20,4.683785323783147190e-20,9.366968581352778445e-20,-3.126260576095515390e-20,2.826041073068353806e-05,2.891760542507167289e-69,0.000000000000000000e+00
4.305555555555555358e+00,3.000000000000000000e+02,-6.160876760883870165e-26,-4.223291309121234402e-20,2.852214669990387613e-02,2.263520957598026406e-01,-6.572228014993492876e-23,1.173171455346698128e-19,7.450974971295628579e-01,4.552691016810972715e-20,4.838091959271968257e-20,9.306742192685287168e-20,-3.125978780665785208e-20,2.826041073068353806e-05,2.850606287748371631e-69,0.000000000000000000e+00
4.444444444444444642e+00,3.000000000000000000e+02,-6.022473754826919863e-26,-4.128299391435199106e-20,2.852214669990387613e-02,2.263520957598026406e-01,-6.424757756118939951e-23,1.171572708788082653e-19,7.450974971295628579e-01,4.481813799563208575e-20,4.989993686566131907e-20,9.247885390076345455e-20,-3.125698689727774417e-20,2.826041073068353806e-05,2.809450303471760330e-69,0.000000000000000000e+00
4.583333333333333037e+00,3.000000000000000000e+02,-5.886380627656724129e-26,-4.034893144198999454e-20,2.852214669990387613e-02,2.263520957598026406e-01,-6.279748253767742676e-23,1.170010748078829255e-19,7.450974971295628579e-01,4.412041202682954047e-20,5.139528025478489319e-20,9.190375268063641237e-20,-3.125420292590624231e-20,2.826041073068353806e-05,2.767375490590803109e-69,0.000000000000000000e+00
4.722222222222222321e+00,3.000000000000000000e+02,-5.752560792789163283e-26,-3.943047450682589234e-20,2.852214669990387613e-02,2.263520957598026406e-01,-6.137160533091265766e-23,1.168484956627400561e-19,7.450974971295628579e-01,4.343355992884676898e-20,5.286731909888275418e-20,9.134189284392473426e-20,-3.125143578658197911e-20,2.826041073068353806e-05,2.724993224004740902e-69,0.000000000000000000e+00
4.861111111111111605e+00,3.000000000000000000e+02,-5.620978236968394659e-26,-3.852737587749941058e-20,2.852214669990387613e-02,2.263520957598026406e-01,-5.996956229989030769e-23,1.166994727624712926e-19,7.450974971295628579e-01,4.275741206004805262e-20,5.431641696899859092e-20,9.079305254319197807e-20,-3.124868537428060025e-20,2.826041073068353806e-05,2.682914896344706648e-69,0.000000000000000000e+00
5.000000000000000000e+00,3.000000000000000000e+02,-5.491597511298086698e-26,-3.763939219701959077e-20,2.852214669990387613e-02,2.263520957598026406e-01,-5.859097581554561296e-23,1.165539463890678570e-19,7.450974971295628579e-01,4.209180142795124695e-20,5.574293175858216262e-20,9.025701345003851916e-20,-3.124595158490614594e-20,2.826041073068353806e-05,2.640529115292868866e-69,0.000000000000000000e+00
5.138888888888889284e+00,3.000000000000000000e+02,-5.364383722413067223e-26,-3.676628392215731520e-20,2.852214669990387613e-02,2.263520957598026406e-01,-5.723547416670827534e-23,1.164118577723147435e-19,7.450974971295628579e-01,4.143656364781994490e-20,5.714721577223353263e-20,8.973356069990591484e-20,-3.124323431528161387e-20,2.826041073068353806e-05,2.597835869703466134e-69,0.000000000000000000e+00
5.277777777777777679e+00,3.000000000000000000e+02,-5.239302523789092298e-26,-3.590781526378628058e-20,2.852214669990387613e-02,2.263520957598026406e-01,-5.590269146752835619e-23,1.162731490749217208e-19,7.450974971295628579e-01,4.079153690190339634e-20,5.852961581305915808e-20,8.922248283774483173e-20,-3.124053346313916102e-20,2.826041073068353806e-05,2.555140853105603458e-69,0.000000000000000000e+00
5.416666666666666963e+00,3.000000000000000000e+02,-5.116320107188603938e-26,-3.506375412815726532e-20,2.852214669990387613e-02,2.263520957598026406e-01,-5.459226756635082580e-23,1.161377633778867214e-19,7.450974971295628579e-01,4.015656189931404293e-20,5.989047326866118923e-20,8.872357176453423419e-20,-3.123784892711172589e-20,2.826041073068353806e-05,2.512444066015709555e-69,0.000000000000000000e+00
5.555555555555555358e+00,3.000000000000000000e+02,-4.995403194240310510e-26,-3.423387205909136034e-20,2.852214669990387613e-02,2.263520957598026406e-01,-5.330384795601577593e-23,1.160056446660890438e-19,7.450974971295628579e-01,3.953148183653274954e-20,6.123012419578166921e-20,8.823662268463732912e-20,-3.123518060672349513e-20,2.826041073068353806e-05,2.469745506891903554e-69,0.000000000000000000e+00
5.694444444444444642e+00,3.000000000000000000e+02,-4.876519028150561974e-26,-3.341794418107769478e-20,2.852214669990387613e-02,2.263520957598026406e-01,-5.203708368556252518e-23,1.158767378141074295e-19,7.450974971295628579e-01,3.891614235853187410e-20,6.254889940362257268e-20,8.776143405398178465e-20,-3.123252840238118872e-20,2.826041073068353806e-05,2.426739480118869043e-69,0.000000000000000000e+00
5.833333333333333925e+00,3.000000000000000000e+02,-4.759635365544364126e-26,-3.261574914326135660e-20,2.852214669990387613e-02,2.263520957598026406e-01,-5.079163127331480685e-23,1.157509885722607548e-19,7.450974971295628579e-01,3.831039152050646782e-20,6.384712453586261589e-20,8.729780752905119878e-20,-3.122989221536512846e-20,2.826041073068353806e-05,2.384343070279695637e-69,0.000000000000000000e+00
5.972222222222222321e+00,3.000000000000000000e+02,-4.644720468434076327e-26,-3.182706906430782200e-20,2.852214669990387613e-02,2.263520957598026406e-01,-4.956715262132592150e-23,1.156283435528666892e-19,7.450974971295628579e-01,3.771407975020414475e-20,6.512512015139072321e-20,8.684554791667509452e-20,-3.122727194782037869e-20,2.826041073068353806e-05,2.341027809206836245e-69,0.000000000000000000e+00
6.111111111111111605e+00,3.000000000000000000e+02,-4.531743096313764297e-26,-3.105168947812993064e-20,2.852214669990387613e-02,2.263520957598026406e-01,-4.836331493116283040e-23,1.155087502167161537e-19,7.450974971295628579e-01,3.712705981084421370e-20,6.638320180377698651e-20,8.640446312460501963e-20,-3.122466750274832035e-20,2.826041073068353806e-05,2.298322163336960910e-69,0.000000000000000000e+00
6.250000000000000000e+00,3.000000000000000000e+02,-4.420672498377234079e-26,-3.028939928046404539e-20,2.852214669990387613e-02,2.263520957598026406e-01,-4.717979062100724349e-23,1.153921568597591751e-19,7.450974971295628579e-01,3.654918676461684601e-20,6.762168011950018396e-20,8.597436411286422007e-20,-3.122207878399755098e-20,2.826041073068353806e-05,2.255920456770117041e-69,0.000000000000000000e+00
6.388888888888889284e+00,3.000000000000000000e+02,-4.311478405857821513e-26,-2.953999067628204779e-20,2.852214669990387613e-02,2.263520957598026406e-01,-4.601625724405432387e-23,1.152785125999990766e-19,7.450974971295628579e-01,3.598031793675319736e-20,6.884086087495177951e-20,8.555506484585910305e-20,-3.121950569625565134e-20,2.826041073068353806e-05,2.213211297682398298e-69,0.000000000000000000e+00
6.527777777777778567e+00,3.000000000000000000e+02,-4.204131024488001201e-26,-2.880325912802593412e-20,2.852214669990387613e-02,2.263520957598026406e-01,-4.487239740818731488e-23,1.151677673645923590e-19,7.450974971295628579e-01,3.542031288015761224e-20,7.004104507223532556e-20,8.514638224524015164e-20,-3.121694814504100021e-20,2.826041073068353806e-05,2.170674001227214676e-69,0.000000000000000000e+00
6.666666666666666075e+00,3.000000000000000000e+02,-4.098601027076688393e-26,-2.807900330465023693e-20,2.852214669990387613e-02,2.263520957598026406e-01,-4.374789869690623167e-23,1.150598718771498401e-19,7.450974971295628579e-01,3.486903334059297349e-20,7.122252901378023901e-20,8.474813614350124092e-20,-3.121440603669384291e-20,2.826041073068353806e-05,1.017119153611790804e-67,0.000000000000000000e+00
6.805555555555555358e+00,3.000000000000000000e+02,-3.994859546199556514e-26,-2.736702503144062630e-20,2.852214669990387613e-02,2.263520957598026406e-01,-4.264245359146060572e-23,1.149547776452379717e-19,7.450974971295628579e-01,3.432634322241065074e-20,7.238560437578863222e-20,8.436014923830606488e-20,-3.121187927836856350e-20,2.826041073068353806e-05,4.345519259621395225e-62,0.000000000000000000e+00
6.944444444444443754e+00,3.000000000000000000e+02,-3.892878166970925846e-26,-2.666712924039479847e-20,2.852214669990387613e-02,2.263520957598026406e-01,-4.155575939385323539e-23,1.148524369480806693e-19,7.450974971295628579e-01,3.379210855481654343e-20,7.353055828053282136e-20,8.398224704754262511e-20,-3.120936777802634216e-20,2.826041073068353806e-05,1.532961037451041745e-61,0.000000000000000000e+00
7.083333333333333037e+00,3.000000000000000000e+02,-3.792628919579475988e-26,-2.597912391905340007e-20,2.852214669990387613e-02,2.263520957598026406e-01,-4.048751814728050659e-23,1.147528028245222262e-19,7.450974971295628579e-01,3.326619745866466015e-20,7.465767336752268684e-20,8.361425786523289242e-20,-3.120687144444724041e-20,2.826041073068353806e-05,2.885711756019765607e-61,0.000000000000000000e+00
7.222222222222222321e+00,3.000000000000000000e+02,-3.694084268103149644e-26,-2.530282003603180425e-20,2.852214669990387613e-02,2.263520957598026406e-01,-3.943743651428860646e-23,1.146558290620174937e-19,7.450974971295628579e-01,3.274848011377019948e-20,7.576722786355934085e-20,8.325601271997094983e-20,-3.120439018753367953e-20,2.826041073068353806e-05,2.301214840857720342e-56,0.000000000000000000e+00
7.361111111111110716e+00,3.000000000000000000e+02,-3.597217052811183883e-26,-2.463803121968737818e-20,2.852214669990387613e-02,2.263520957598026406e-01,-3.840522506162037513e-23,1.145614701961624842e-19,7.450974971295628579e-01,3.223882872673383892e-20,7.685949565169330178e-20,8.290734535664677199e-20,-3.120192392315388952e-20,2.826041073068353806e-05,1.170105156661750958e-55,0.000000000000000000e+00
7.500000000000000000e+00,3.000000000000000000e+02,-3.501999718766496348e-26,-2.398457090363517780e-20,2.852214669990387613e-02,2.263520957598026406e-01,-3.739058664744475941e-23,1.144696816355615817e-19,7.450974971295628579e-01,3.173711749926925118e-20,7.793474633910407563e-20,8.256809249618062822e-20,-3.119947264805184508e-20,2.826041073068353806e-05,2.789456704413332049e-55,0.000000000000000000e+00
7.638888888888888395e+00,3.000000000000000000e+02,-3.408389677950600113e-26,-2.334222464971743645e-20,2.852214669990387613e-02,2.263520957598026406e-01,-3.639293634776531182e-23,1.143804211694029149e-19,7.450974971295628579e-01,3.124322259702606599e-20,7.899324532391806862e-20,8.223809728250267561e-20,-3.119703758894612057e-20,2.826041073068353806e-05,-2.301079755160544707e-53,0.000000000000000000e+00
7.777777777777777679e+00,3.000000000000000000e+02,-3.315953675141275835e-26,-2.271085737280116160e-20,2.852214669990387613e-02,2.263520957598026406e-01,-3.540325386665911975e-23,1.142936608085351343e-19,7.450974971295628579e-01,3.075702211890039913e-20,8.003525386098135772e-20,8.191723725597658678e-20,-3.119463872791034386e-20,2.826041073068353806e-05,-1.036034719177210305e-52,0.000000000000000000e+00
7.916666666666666963e+00,3.000000000000000000e+02,-3.225391914160631701e-26,-2.209029048936119974e-20,2.852214669990387613e-02,2.263520957598026406e-01,-3.443679895069386960e-23,1.142093474787579375e-19,7.450974971295628579e-01,3.027839606682540140e-20,8.106102912660385818e-20,8.160532896656496464e-20,-3.119225434684858894e-20,2.826041073068353806e-05,-1.814974962685994714e-52,0.000000000000000000e+00
8.055555555555555358e+00,3.000000000000000000e+02,-3.136475264050360226e-26,-2.148035209700952671e-20,2.852214669990387613e-02,2.263520957598026406e-01,-3.348887599568673505e-23,1.141274344317867765e-19,7.450974971295628579e-01,2.980722631603430451e-20,8.207082428229084907e-20,8.130221007894198377e-20,-3.118988436225535010e-20,2.826041073068353806e-05,-2.567698173986270241e-52,0.000000000000000000e+00
8.194444444444444642e+00,3.000000000000000000e+02,-3.049112702042651007e-26,-2.088087298921717290e-20,2.852214669990387613e-02,2.263520957598026406e-01,-3.255782537445147048e-23,1.140478788611153631e-19,7.450974971295628579e-01,2.934339658578844651e-20,8.306488853747774587e-20,8.100772677977535180e-20,-3.118752869067372727e-20,2.826041073068353806e-05,-3.294940529830297043e-52,0.000000000000000000e+00
8.333333333333333925e+00,3.000000000000000000e+02,-2.963259061725797983e-26,-2.029168661324733616e-20,2.852214669990387613e-02,2.263520957598026406e-01,-3.164294882221291870e-23,1.139706396522777749e-19,7.450974971295628579e-01,2.888679241056328950e-20,8.404346721128363579e-20,8.072172958272126759e-20,-3.118518724916547332e-20,2.826041073068353806e-05,-3.997417182439158046e-52,0.000000000000000000e+00
8.472222222222223209e+00,3.000000000000000000e+02,-2.878883892576394181e-26,-1.971262902867375177e-20,2.852214669990387613e-02,2.263520957598026406e-01,-3.074385372431282728e-23,1.138956766647812917e-19,7.450974971295628579e-01,2.843730111168484604e-20,8.500680179329924809e-20,8.044407197603092540e-20,-3.118285995544157213e-20,2.826041073068353806e-05,-4.675824835273240146e-52,0.000000000000000000e+00
8.611111111111110716e+00,3.000000000000000000e+02,-2.795961627085755525e-26,-1.914353886652705692e-20,2.852214669990387613e-02,2.263520957598026406e-01,-2.986024630642851075e-23,1.138229504987335445e-19,7.450974971295628579e-01,2.799481176940989411e-20,8.595513000342392435e-20,8.017460997075297683e-20,-3.118054672789493118e-20,2.826041073068353806e-05,-5.330841901366650173e-52,0.000000000000000000e+00
8.750000000000000000e+00,3.000000000000000000e+02,-2.714468482092952534e-26,-1.858425728907414222e-20,2.852214669990387613e-02,2.263520957598026406e-01,-2.899186650449652454e-23,1.137524224145706697e-19,7.450974971295628579e-01,2.755921519544267389e-20,8.688868585076716451e-20,7.991320193361451084e-20,-3.117824748560464276e-20,2.826041073068353806e-05,-5.963128637492146101e-52,0.000000000000000000e+00
8.888888888888889284e+00,3.000000000000000000e+02,-2.634381481286372654e-26,-1.803462795022497420e-20,2.852214669990387613e-02,2.263520957598026406e-01,-2.813846745972462474e-23,1.136840543011187944e-19,7.450974971295628579e-01,2.713040390588150631e-20,8.780769969162859134e-20,7.965970850996766613e-20,-3.117596214833285426e-20,2.826041073068353806e-05,-6.573327455653346723e-52,0.000000000000000000e+00
9.027777777777776791e+00,3.000000000000000000e+02,-2.555678144662564546e-26,-1.749449695655812880e-20,2.852214669990387613e-02,2.263520957598026406e-01,-2.729980904432559931e-23,1.136178086589579981e-19,7.450974971295628579e-01,2.670827209458842107e-20,8.871239828657169266e-20,7.941399257543967745e-20,-3.117369063651841263e-20,2.826041073068353806e-05,-7.162063331890530711e-52,0.000000000000000000e+00
9.166666666666666075e+00,3.000000000000000000e+02,-2.478336387408291223e-26,-1.696371282895595690e-20,2.852214669990387613e-02,2.263520957598026406e-01,-2.647565579222291006e-23,1.135536485886937604e-19,7.450974971295628579e-01,2.629271560697524895e-20,8.960300485660457010e-20,7.917591919697264898e-20,-3.117143287127034031e-20,2.826041073068353806e-05,-7.729944250135461990e-52,0.000000000000000000e+00
9.305555555555555358e+00,3.000000000000000000e+02,-2.402334484494231820e-26,-1.644212646483980045e-20,2.852214669990387613e-02,2.263520957598026406e-01,-2.566577621130020735e-23,1.134915377808683382e-19,7.450974971295628579e-01,2.588363191419971445e-20,9.047973913848224704e-20,7.894535559717945400e-20,-3.116918877436123890e-20,2.826041073068353806e-05,-8.277561652020438317e-52,0.000000000000000000e+00
9.444444444444444642e+00,3.000000000000000000e+02,-2.327651055904912585e-26,-1.592959110099580102e-20,2.852214669990387613e-02,2.263520957598026406e-01,-2.486994252890476946e-23,1.134314405064873328e-19,7.450974971295628579e-01,2.548092008776493258e-20,9.134281743914440255e-20,7.872217112010532274e-20,-3.116695826822095764e-20,2.826041073068353806e-05,-8.805490881132839248e-52,0.000000000000000000e+00
9.583333333333332149e+00,3.000000000000000000e+02,-2.254265058383302461e-26,-1.542596227698236325e-20,2.852214669990387613e-02,2.263520957598026406e-01,-2.408793057352635555e-23,1.133733216078365189e-19,7.450974971295628579e-01,2.508448077451624608e-20,9.219245268930147121e-20,7.850623719779067721e-20,-3.116474127592929902e-20,2.826041073068353806e-05,-9.314291617607503668e-52,0.000000000000000000e+00
