#time,T,H,O,H2,O2,OH,H2O,N2,N,NO,HO2,H2O2,AR,OH*,HE
0.00017199999999999963,1024.1396296028324,2.3678029587058514e-05,8.908643097438801e-05,0.012687736481904728,0.2270666436753304,6.971845196490358e-05,0.0028246594006352804,0.756972257709748,6.941626856822813e-18,2.485092630925962e-16,0.00021590543830706465,2.1603578535150328e-05,2.8710802273558637e-05,7.399545085600893e-13,0.0
0.00017299999999999962,1027.8692653361682,2.815156660386201e-05,0.00010612392347188962,0.012631664957041742,0.22663473949984175,8.29155923650749e-05,0.0032792402304926763,0.756972257709748,9.236764784014886e-18,3.077124156980874e-16,0.0002151057364995474,2.108998060907759e-05,2.8710802273558637e-05,1.0532673125471843e-12,0.0
0.00017399999999999962,1032.2911022071696,3.3701611376177096e-05,0.00012735707329307328,0.012564300016047745,0.22611638612129217,9.929399494306007e-05,0.0038236543918900357,0.756972257709748,1.2627943776178336e-17,3.890128571512386e-16,0.00021403971865057792,2.029855896397439e-05,2.8710802273558637e-05,1.5220319856168255e-12,0.0
0.00017499999999999962,1037.56619549693,4.067450688705408e-05,0.00015418396762962325,0.0124826596222472,0.22548881085268194,0.00011989796336744126,0.004480921980060666,0.756972257709748,1.7837805990083173e-17,5.04414027633992e-16,0.00021267602315319314,1.9206569712665047e-05,2.8710802273558637e-05,2.239004490185127e-12,0.0
0.00017599999999999962,1043.905673958728,4.956501822107097e-05,0.00018863086497430238,0.012382682002815322,0.22472100929832578,0.0001462381711132013,0.0052821371034542,0.756972257709748,2.6221892789597348e-17,6.749385136887001e-16,0.00021096714607145336,1.7801879638853397e-05,2.8710802273558637e-05,3.364475870798518e-12,0.0
0.0001769999999999996,1051.5915662734287,6.109792238410024e-05,0.00023371909278522692,0.012258699744388746,0.22376972084092553,0.0001805665478785416,0.006270288776095333,0.756972257709748,4.048892128700687e-17,9.39666332609787e-16,0.00020884686768796306,1.609169064663366e-05,2.8710802273558637e-05,5.186445472381395e-12,0.0
0.0001779999999999996,1061.0088551740412,7.636534275377838e-05,0.00029410301018336423,0.012102582863499588,0.22257285118253214,0.0002263581818472414,0.007506430589240839,0.756972257709748,6.647615721475108e-17,1.3766302668428937e-15,0.00020622470162602033,1.4115608049105378e-05,2.8710802273558637e-05,8.246251998109109e-12,0.0
0.0001789999999999996,1072.6963036453578,9.706572984625995e-05,0.00037722701890593,0.011902291449925129,0.22103830807976893,0.0002891954008078228,0.009080003393533683,0.7569722577097476,1.1796777576921085e-16,2.1558090464183703e-15,0.0002029763790978824,1.1964022476071244e-05,2.8710802273558637e-05,1.361624930522802e-11,0.0
0.0001799999999999996,1087.429677753339,0.00012593410327207388,0.0004955251264142337,0.011639335087684293,0.21902425180589546,0.0003784746444938788,0.011126781250755094,0.7569722577097464,2.3139084169418755e-16,3.689547099521369e-15,0.00019892803325339078,9.80141265408616e-06,2.8710802273558637e-05,2.355467744277723e-11,0.0
0.0001809999999999996,1106.3625146938746,0.0001675406009225192,0.0006708236706942033,0.011284138104600073,0.21630261728805944,0.0005108921047774075,0.013861300403790463,0.7569722577097446,5.175804351244725e-16,7.123416831637539e-15,0.00019382898787711697,7.8902840871244e-06,2.8710802273558637e-05,4.316702955382305e-11,0.0
0.0001819999999999996,1131.2706724101656,0.0002297945475201213,0.0009436322334425518,0.010787322072390965,0.21248906000577605,0.0007179850073913988,0.017637330989851634,0.7569722577097395,1.380198523840015e-15,1.6245630720414494e-14,0.00018730215191762096,6.60439471234e-06,2.8710802273558637e-05,8.496788756433621e-11,0.0
0.0001829999999999996,1164.9780354776915,0.00032666425441471277,0.0013936231238124578,0.010063348748212776,0.20690627963960792,0.001063237587427524,0.02306071169260279,0.7569722577097219,4.6756499383709906e-15,4.679016811756329e-14,0.00017874843420407214,6.417825273618287e-06,2.8710802273558637e-05,1.8239843769156014e-10,0.0
0.0001839999999999996,1212.0312772794834,0.00048187511191622774,0.0021846555747507468,0.008963686866883537,0.19833740406766354,0.0016806215299144495,0.031175727503427147,0.7569722577096389,2.1971298419515595e-14,1.8702842146430425e-13,0.00016716424346381755,7.896158338375782e-06,2.8710802273558637e-05,4.3152162992142906e-10,0.0
0.0001849999999999996,1279.2313129455765,0.0007251715882396654,0.0036449580655206616,0.007265198638560578,0.18479280072567994,0.0028411395268497126,0.043567058910415235,0.7569722577090475,1.5818352084047352e-13,1.1624096865017678e-12,0.00015090894058317826,1.1793987270603983e-05,2.8710802273558637e-05,1.1042398076414565e-09,0.0
0.0001859999999999996,1372.7523509364441,0.0010341951703258091,0.006237230314056242,0.004872348971742587,0.16471601043461548,0.00488290252699105,0.061109260937258846,0.7569722577025041,1.7594116366634886e-12,1.1749498288780616e-11,0.0001284059285695647,1.8674482089033544e-05,2.8710802273558637e-05,2.716065802308859e-09,0.0
0.00018699999999999959,1483.8067455406617,0.0011993118477728558,0.009627022266998901,0.0025437658069136448,0.14302716188672468,0.0073174811726791624,0.07915603905178265,0.7569722576207922,2.1041082520180393e-11,1.4548833068455282e-10,0.00010300385986948112,2.5240680549895913e-05,2.8710802273558637e-05,4.837114599070888e-09,0.0
0.00018799999999999958,1583.387919230865,0.0010799249150755317,0.011676737054717421,0.001379000330272049,0.13012993862257624,0.008741931479536271,0.08988161337937145,0.7569722570029049,1.4003193656412644e-10,1.2142320540014884e-09,8.386024264688392e-05,2.6019578402044318e-05,2.8710802273558637e-05,5.23796071131121e-09,0.0
0.00018899999999999958,1658.1352189038982,0.0008851698637534212,0.011668192652140296,0.0010256927257606832,0.1255062074484222,0.009362552811025472,0.09445453381806089,0.7569722547318495,4.4365524943429793e-10,5.428893936336381e-09,7.26985807688897e-05,2.3976437338689804e-05,2.8710802273558637e-05,4.256058393962493e-09,0.0
0.00018999999999999958,1713.7830879174458,0.0007298486318738384,0.010859977303676011,0.0008999696870945358,0.12392595957137961,0.009711559973065732,0.09678417537342705,0.7569722496801337,8.832261648896959e-10,1.5309098457457653e-08,6.579898199737984e-05,2.1730564009789766e-05,2.8710802273558637e-05,3.238745510900401e-09,0.0
0.00019099999999999957,1756.9007020427202,0.0006145515616029489,0.009987822269868125,0.0008240547761758423,0.12319368153636664,0.009906297073124506,0.0983922004313699,0.7569722411251217,1.3845025203358837e-09,3.256192884754328e-08,6.080436786491267e-05,1.9599623662942724e-05,2.8710802273558637e-05,2.486138989286083e-09,0.0
0.00019199999999999957,1791.5083622444045,0.0005269527317888176,0.00920978301188506,0.0007633475555790741,0.1227563280582988,0.00999607024877493,0.0996720281430485,0.7569722286819143,1.9024779797416007e-09,5.810833486352901e-08,5.6819285348750324e-05,1.76695214166391e-05,2.8710802273558637e-05,1.948860178683417e-09,0.0
0.00019299999999999957,1820.032765700424,0.00045841516772648965,0.008532949896433778,0.0007110719046199564,0.12246824836196313,0.010015937446795808,0.10074290358911756,0.7569722122218921,2.4084861803692304e-09,9.228525676975012e-08,5.3480570973329506e-05,1.597378633237385e-05,2.8710802273558637e-05,1.5581304580526277e-09,0.0
0.00019399999999999957,1844.0258327159909,0.0004034592291576601,0.007942436866056274,0.0006651427661554175,0.12227358824742872,0.009988956795981673,0.10166026784940481,0.7569721918045863,2.8844927921133568e-09,1.3500379917517636e-07,5.06027536706358e-05,1.4503730052698514e-05,2.8710802273558637e-05,1.2669417776985778e-09,0.0
0.00019499999999999956,1864.5342770000525,0.00035851377741863893,0.007423528484520521,0.0006244025117555288,0.12214253119961509,0.009930218073612282,0.10245842919451864,0.7569721676148142,3.3205780342229053e-09,1.8588929404017526e-07,4.8074412501819765e-05,1.3233674013262785e-05,2.8710802273558637e-05,1.0450857949612083e-09,0.0
0.00019599999999999956,1882.294703374251,0.0003211569850744163,0.0069642055790491075,0.0005880106729644406,0.12205651481714791,0.009849839590850331,0.10316121591864649,0.7569721399124819,3.712458678331371e-09,2.4439414245651563e-07,4.582205384929416e-05,1.2134688259364422e-05,2.8710802273558637e-05,8.728034912789627e-10,0.0
0.00019699999999999956,1897.8433397737447,0.00028968707274065384,0.006554883304311135,0.0005553093355420365,0.12200317966090395,0.009754769467512301,0.10378606258623478,0.7569721089963746,4.059448414023494e-09,3.098797524874351e-07,4.379416585827299e-05,1.1179932247519948e-05,2.8710802273558637e-05,7.368016875542926e-10,0.0
0.00019799999999999955,1911.5814295249681,0.00026287227504009236,0.006187894783977977,0.0005257698123816567,0.12197397249092974,0.009649871678587541,0.10434614706262119,0.7569720751795285,4.3630150858642706e-09,3.81672388630696e-07,4.195300608423765e-05,1.0346245277627311e-05,2.8710802273558637e-05,6.2789529441967e-10,0.0
0.00019899999999999955,1923.8161358814782,0.00023979869405483153,0.005857054812292796,0.0004989608799916952,0.1219628077307073,0.00953860345979563,0.10485167636835509,0.7569720387731979,4.625825691321718e-09,4.590995651241679e-07,4.0269956353513956e-05,9.614258002188175e-06,2.8710802273558637e-05,5.395858285353052e-10,0.0
0.00019999999999999955,1934.78716814203,0.00021977393030857254,0.0055573255121415775,0.00047452679557523114,0.12196525972333747,0.009423451272999216,0.10531071435210253,0.7569720000768926,4.851135532901079e-09,5.415126935063003e-07,3.8722716283717756e-05,8.967987078720004e-06,2.8710802273558637e-05,4.671789036723582e-10,0.0
0.00020099999999999955,1944.6847017464681,0.00020226389660058306,0.005284564531975432,0.00045217124854291473,0.12197805172799335,0.009306218969820996,0.1057297378809699,0.7569719593725849,5.042407730359476e-09,6.283003095265798e-07,3.729351702301562e-05,8.394302278523436e-06,2.8710802273558637e-05,4.0722048409396814e-10,0.0
0.00020199999999999954,1953.6617843477518,0.00018685015042032001,0.005035335185836402,0.00043164532887309003,0.12199872112360009,0.009188222664587712,0.10611402301662032,0.756971916921714,5.203083483364845e-09,7.188949838309799e-07,3.596793627874246e-05,7.88241460225909e-06,2.8710802273558637e-05,3.5712732616462037e-10,0.0
0.00020299999999999954,1961.8431352560833,0.00017320034147916676,0.0048067623006067825,0.0004127383447122451,0.12202539372684093,0.009070425170660089,0.10646792040546317,0.7569718729640257,5.336449587156285e-09,8.127760866259765e-07,3.473408280332584e-05,7.423433660728746e-06,2.8710802273558637e-05,3.1493904414900753e-10,0.0
0.00020399999999999954,1969.331519563746,0.00016104728606619256,0.004596421776614881,0.0003952707156821335,0.1220566279640725,0.008953530376785849,0.10679505614104468,0.7569718277175936,5.445567894233277e-09,9.09469898898604e-07,3.358202294594098e-05,7.010002306245451e-06,2.8710802273558637e-05,2.791482829198889e-10,0.0
0.00020499999999999953,1976.2124518854082,0.00015017385882997792,0.004402255149875382,0.0003790884066152071,0.12209130503511306,0.008838050530151121,0.1070984811475439,0.7569717813795631,5.533243643647093e-09,1.0085480842320958e-06,3.2503358518635065e-05,6.636001606552716e-06,2.8710802273558637e-05,2.48582198691625e-10,0.0
0.00020599999999999953,1982.557723683056,0.00014040189736507085,0.004222502885847327,0.0003640585242280003,0.12212855008202195,0.008724354867887791,0.10738078412837551,0.7569717341273188,5.602017651415148e-09,1.10962520385689e-06,3.149092004139806e-05,6.296315101503076e-06,2.8710802273558637e-05,2.2231834359160063e-10,0.0
0.00020699999999999953,1988.4280882595372,0.000131583925827491,0.00405565178349355,0.00035006579908880466,0.12216767471346478,0.008612705189519782,0.1076441782845406,0.7569716861198733,5.654172698267437e-09,1.2123557274309052e-06,3.0538531327917405e-05,5.986641066764477e-06,2.8710802273558637e-05,1.9962404183266128e-10,0.0
0.00020799999999999953,1993.8753332770737,0.00012359689221458898,0.003900393087616466,0.00033700974696901197,0.12220813450128853,0.008503282145975552,0.10789056884934219,0.7569716374993487,5.691747928360327e-09,1.3164308315061205e-06,2.9640829548322084e-05,5.703342932440288e-06,2.8710802273558637e-05,1.7991207298133553e-10,0.0
0.00020899999999999952,1998.9438952052956,0.00011633737863227414,0.0037555889716570628,0.00032480236957409947,0.12224949716837277,0.008396204863521056,0.10812160614357054,0.7569715883924577,5.71655725216461e-09,1.421575183790674e-06,2.8793125381463716e-05,5.443330111422344e-06,2.8710802273558637e-05,1.6270788808225553e-10,0.0
0.00020999999999999952,2003.672134458908,0.00010971788765290286,0.003620245395860949,0.0003133662707763892,0.12229141848202223,0.008291545728752398,0.10833872784419796,0.7569715389119415,5.73020937784069e-09,1.5275438226370674e-06,2.7991292506391237e-05,5.2039623595711035e-06,2.8710802273558637e-05,1.4762504157381e-10,0.0
0.00021099999999999952,2008.0933510467817,0.00010366393692248446,0.0034934900042890593,0.000302633105299182,0.12233362382408187,0.008189341585192121,0.10854319294435566,0.7569714891579273,5.734127929627122e-09,1.6341192042261639e-06,2.7231679077628626e-05,4.982972903237578e-06,2.8710802273558637e-05,1.3434659670454466e-10,0.0
0.00021199999999999952,2012.2366008186755,9.811176387404518e-05,0.0033745540020431847,0.0002925422934391941,0.1223758939590534,0.008089602283235254,0.10873610927317795,0.7569714392191923,5.729570783034046e-09,1.7411084540969324e-06,2.6511036574561092e-05,4.77840650162215e-06,2.8710802273558637e-05,1.22610905936656e-10,0.0
0.0002129999999999995,2016.12735759322,9.30064955294137e-05,0.003262757178380617,0.00028303994838439983,0.12241805395872171,0.007992317233649834,0.10891845600777066,0.7569713891743269,5.717648148007722e-09,1.8483408363241585e-06,2.5826461519786492e-05,4.588568758779551e-06,2.8710802273558637e-05,1.122006348887759e-10,0.0
0.0002139999999999995,2019.7880532565848,8.830067909102048e-05,0.0031574954876845704,0.00027407797862058,0.12245996451127064,0.007897460468636434,0.10909110217898683,0.7569713390927949,5.6993391492322854e-09,1.9556654474063373e-06,2.5175347806395577e-05,4.41198511498047e-06,2.8710802273558637e-05,1.0293422131852292e-10,0.0
0.0002149999999999995,2023.2385223189162,8.395309214896954e-05,0.0030582306654005206,0.00026561333083618445,0.12250151506173901,0.007804994551429039,0.10925482202693391,0.7569712890358945,5.6755068472135865e-09,2.062949124831059e-06,2.4555347070281445e-05,4.247366984002278e-06,2.8710802273558637e-05,9.465917152052626e-11,0.0
0.0002159999999999995,2026.4963705718924,7.99277709310262e-05,0.0029644814903474976,0.00025760734797147263,0.12254261834388938,0.007714873632964271,0.10941030782593456,0.7569712390576268,5.6469117777648665e-09,2.1700745565525257e-06,2.396433545621183e-05,4.09358389089361e-06,2.8710802273558637e-05,8.724675544685225e-11,0.0
0.0002169999999999995,2029.577281867091,7.619321538948402e-05,0.0028758164195876908,0.00025002522310121406,0.1225832060413056,0.0076270457768586675,0.10955818065643073,0.7569711892054778,5.614223923390895e-09,2.2769385828879567e-06,2.340038582268403e-05,3.9496403587634735e-06,2.8710802273558637e-05,8.058779106642403e-11,0.0
0.0002179999999999995,2032.4952749255049,7.272173157675238e-05,0.0027918473459253553,0.00024283553436224177,0.12262322526706053,0.007541454830514107,0.1096989994630303,0.7569711395211169,5.578033448664545e-09,2.3834506743818083e-06,2.2861744148464478e-05,3.8146566955225742e-06,2.8710802273558637e-05,7.458925932135897e-11,0.0
0.0002189999999999995,2035.2629200295312,6.948888605770302e-05,0.002712224269068592,0.00023600984458813548,0.12266263573747162,0.0074580418512268315,0.10983326876619708,0.756971090041025,5.538860143514892e-09,2.489531567463669e-06,2.2346809567028946e-05,3.6878529260308426e-06,2.8710802273558637e-05,6.917157683319054e-11,0.0
0.0002199999999999995,2037.8915224591308,6.647305039474544e-05,0.002636630736034044,0.00022952235671358176,0.12270140747669074,0.007376746222512761,0.10996144523276916,0.7569710407970557,5.497161772596164e-09,2.5951120447569523e-06,2.1854116861667215e-05,3.568535221918403e-06,2.8710802273558637e-05,6.426638290123226e-11,0.0
0.0002209999999999995,2040.3912785464515,6.365501902807363e-05,0.002564779923050567,0.00022334961590523964,0.12273951894712337,0.007297506520941169,0.11008394330321718,0.756970991816936,5.453341435051163e-09,2.700131845659993e-06,2.1382322000532825e-05,3.4560845234784645e-06,2.8710802273558637e-05,5.981473437052705e-11,0.0
0.0002219999999999995,2042.7714090547427,6.1017687183214014e-05,0.0024964112547833377,0.00021747025107563152,0.12277695552159854,0.007220261187264138,0.1102011400329062,0.7569709431247134,5.4077540419764445e-09,2.8045386937810034e-06,2.0930189056141464e-05,3.3499469332016644e-06,2.8710802273558637e-05,5.5765625419097616e-11,0.0
0.00022299999999999948,2045.0402736472693,5.85457781647018e-05,0.0024312874771447095,0.00021186474987863277,0.12281370823033921,0.007144949042569673,0.11031337927369766,0.7569708947411571,5.360712015140946e-09,2.9082874290403935e-06,2.049657918116905e-05,3.2496253785852554e-06,2.8710802273558637e-05,5.2074767855917726e-11,0.0
0.00022399999999999948,2047.2054695276327,5.622561148101527e-05,0.0023691921136564276,0.0002065152622057472,0.12284977273064099,0.007071509681865347,0.11042097529983641,0.7569708466841125,5.312490298142155e-09,3.011339233359556e-06,2.008044082792187e-05,3.1546726737578365e-06,2.8710802273558637e-05,4.8703581256811976e-11,0.0
0.00022499999999999948,2049.273916611315,5.404490511586801e-05,0.0023099272522652528,0.0002014054284243491,0.12288514845649377,0.006999883773116445,0.11052421595685644,0.7569707989688197,5.26333076076128e-09,3.113660941078454e-06,1.968080127143483e-05,3.064685473991982e-06,2.8710802273558637e-05,4.561835350183268e-11,0.0
0.00022599999999999948,2051.2519317557067,5.1992605548789104e-05,0.0022533116005798237,0.00019652022774509597,0.12291983791486687,0.006930013279233929,0.11062336542273854,0.7569707516081976,5.213446085781015e-09,3.2152244213750472e-06,1.9296759057486892e-05,2.9792991024024e-06,2.8710802273558637e-05,4.2789538768263736e-11,0.0
0.00022699999999999947,2053.145293232632,5.005874209666667e-05,0.002199178786708955,0.0001918458450779752,0.1229538461078905,0.006861841610305376,0.1107186666228384,0.7569707046130972,5.163023161048782e-09,3.316006028621835e-06,1.89274773931157e-05,2.8981830763745534e-06,2.8710802273558637e-05,4.019116979766956e-11,0.0
0.00022799999999999947,2054.959296993565,4.823430101799632e-05,0.0021473758648974726,0.00018736955366160428,0.12298718004663814,0.006795313743397537,0.11081034334390928,0.7569706579925275,5.112226092278198e-09,3.4159861124512085e-06,1.8572178290521308e-05,2.8210372486459695e-06,2.8710802273558637e-05,3.780036278574755e-11,0.0
0.00022899999999999947,2056.6988061920615,4.651111639885149e-05,0.002097761992955024,0.0001830796105808006,0.12301984835217211,0.0067303762906909025,0.11089860210993005,0.7569706117538572,5.061198840811268e-09,3.515148578650315e-06,1.8230137331060315e-05,2.747588437198588e-06,2.8710802273558637e-05,3.559689871536805e-11,0.0
0.00022999999999999946,2058.368294483335,4.4881775664081426e-05,0.0020502072683414446,0.00017896516463330084,0.12305186092137287,0.006666977546226853,0.11098363382780907,0.7569705659029954,5.010067548365555e-09,3.6134804989400782e-06,1.7900679047536118e-05,2.6775875077661393e-06,2.8710802273558637e-05,3.356286930303632e-11,0.0
0.00023099999999999946,2059.971884387886,4.3339536953929914e-05,0.0020045916915417423,0.00017501617388759305,0.12308322864908501,0.006605067504964194,0.11106561525482342,0.7569705204445522,4.958942593395094e-09,3.710971760883868e-06,1.7583172724639808e-05,2.6108068092354532e-06,2.8710802273558637e-05,3.1682374688152084e-11,0.0
0.00023199999999999946,2061.5133811091696,4.1878257155954416e-05,0.0019608042466270157,0.0001712233323725485,0.12311396319791992,0.006544597864017769,0.11114471029835607,0.7569704753819827,4.907920396789435e-09,3.807614755734565e-06,1.7277028742504688e-05,2.5470379358355912e-06,2.8710802273558637e-05,2.994126613465763e-11,0.0
0.00023299999999999946,2062.9963025276015,4.049232875133051e-05,0.0019187420823534023,0.0001675780045426859,0.12314407680539186,0.006485522010083871,0.11122107117450586,0.7569704307177165,4.857085021605746e-09,3.903404099177053e-06,1.6981695114409587e-05,2.486089756538588e-06,2.8710802273558637e-05,2.8326925465843405e-11,0.0
0.00023399999999999945,2064.4239058505777,3.917662440977713e-05,0.0018783097803599456,0.00016407216655199406,0.12317358212469087,0.006427794994519643,0.11129483944284914,0.7569703864532723,4.806509580450842e-09,3.9983363815697474e-06,1.6696654667342114e-05,2.4277866873232493e-06,2.8710802273558637e-05,2.68280757299463e-11,0.0
0.00023499999999999945,2065.799211337901,3.7926448120979325e-05,0.001839418701000309,0.00016069835362695335,0.12320249209081924,0.006371373502686988,0.11136614693126547,0.7569703425893607,4.7562574888450475e-09,4.092409944509486e-06,1.6421422035301645e-05,2.371967175007253e-06,2.8710802273558637e-05,2.5434618024171387e-11,0.0
0.00023599999999999945,2067.125023454078,3.6737492215009546e-05,0.0018019863974417052,0.00015744961274597263,0.12323081981120247,0.0063162158135590726,0.11143511656559518,0.7569702991259766,4.706383559757751e-09,4.185624681125301e-06,1.6155541521490796e-05,2.3184822677423673e-06,2.8710802273558637e-05,2.4137490994632428e-11,0.0
0.00023699999999999945,2068.4039498311695,3.560579914886972e-05,0.0017659360880736318,0.0001543194599845956,0.12325857847341556,0.0062622817583808926,0.11150186311545619,0.7569702560624824,4.656934988147643e-09,4.277981856852125e-06,1.589858456661786e-05,2.267194498224214e-06,2.8710802273558637e-05,2.2928548533894663e-11,0.0
0.00023799999999999944,2069.638418241191,3.4527727754691366e-05,0.0017311961825274976,0.0001513018420494519,0.12328578127036109,0.0062095326729353735,0.11156649386590817,0.7569702133976808,4.607952211408682e-09,4.369483949227794e-06,1.5650147983924774e-05,2.21797682426531e-06,2.8710802273558637e-05,2.180045415698472e-11,0.0
0.00023899999999999944,2070.830691838125,3.349992320682865e-05,0.001697699854283165,0.00014839110152745172,0.1233124413380534,0.0061579313498054625,0.11162910922275801,0.7569701711298824,4.559469677133787e-09,4.460134504331232e-06,1.5409851906765317e-05,2.170711583069862e-06,2.8710802273558637e-05,2.0746588866716506e-11,0.0
0.00023999999999999944,2071.9828828862987,3.251929027477379e-05,0.0016653846543483995,0.0001455819453988602,0.1233385717049254,0.006107441988290425,0.11168980326030364,0.7569701292569639,4.511516522895784e-09,4.5499380080780245e-06,1.517733821699039e-05,2.12528971920571e-06,2.8710802273558637e-05,1.976097081234604e-11,0.0
0.00024099999999999943,2073.096965138841,3.1582969448850986e-05,0.0016341921616717368,0.00014286941648406054,0.1233641852505223,0.0060580301442356085,0.11174866421724439,0.7569700877764218,4.464117180399273e-09,4.638899770856596e-06,1.495226897389631e-05,2.081609998313674e-06,2.8710802273558637e-05,1.8838185027044362e-11,0.0
0.00024199999999999943,2074.1747849129747,3.0688315762608465e-05,0.0016040676695740202,0.00014024886778364948,0.12338929467189334,0.006009662680819051,0.11180577494202257,0.7569700466854199,4.417291908609083e-09,4.727025825075539e-06,1.4734325032200934e-05,2.039578329508104e-06,2.8710802273558637e-05,1.7973322095241697e-11,0.0
0.00024299999999999943,2075.218071237225,2.983287954096229e-05,0.0015749598966748244,0.00013771593881938639,0.12341391245504328,0.005962307722551991,0.11186121330131742,0.7569700059808321,4.371057280776566e-09,4.814322832228406e-06,1.4523204741006572e-05,1.9991071548054283e-06,2.8710802273558637e-05,1.7161923936186746e-11,0.0
0.00024399999999999943,2076.228445198457,2.9014389179812634e-05,0.0015468207209732782,0.00013526653362593501,0.12343805085866522,0.005915934595872987,0.11191505256268384,0.7569699656592812,4.325426592622725e-09,4.900797998251195e-06,1.431862273179445e-05,1.9601148883262096e-06,2.8710802273558637e-05,1.6399936038806485e-11,0.0
0.00024499999999999945,2077.2074279862645,2.823073601312482e-05,0.0015196049496533828,0.0001328968019584861,0.12346172189470439,0.005870513789656114,0.11196736171916687,0.7569699257171724,4.280410246575435e-09,4.986459001422065e-06,1.4120308874589463e-05,1.922525432283831e-06,2.8710802273558637e-05,1.5683666088206128e-11,0.0
0.0002459999999999995,2078.156448584142,2.7479960264029092e-05,0.0014932700984796087,0.00013060312102301176,0.12348493731633722,0.005826016906581768,0.1120182058043726,0.7569698861507251,4.236016088496897e-09,5.071313924525791e-06,1.3928007270663536e-05,1.8862677225728245e-06,2.8710802273558637e-05,1.5009746531450564e-11,0.0
0.0002469999999999995,2079.0768506152754,2.676023862219066e-05,0.001467776194885928,0.0001283820792336448,0.12350770860983538,0.005782416617345263,0.11206764617334315,0.7569698469559994,4.192249703554126e-09,5.155371195418304e-06,1.3741475316268207e-05,1.8512753254805331e-06,2.8710802273558637e-05,1.4375101985767459e-11,0.0
0.0002479999999999995,2079.9698986188755,2.6069872936881848e-05,0.0014430855971700703,0.0001262304612292994,0.12353004698801548,0.00573968661711821,0.11211574076096793,0.7569698081289216,4.1491146834011956e-09,5.238639533450531e-06,1.3560482872027925e-05,1.817486070555792e-06,2.8710802273558637e-05,1.3776920130182387e-11,0.0
0.00024899999999999955,2080.8367837831734,2.540728001069007e-05,0.0014191628287302574,0.0001241452341462886,0.1235519633869673,0.005697801582727996,0.11216254431892816,0.7569697696653057,4.1066128625237e-09,5.321127901486718e-06,1.338481146640072e-05,1.7848417174305615e-06,2.8710802273558637e-05,1.3212625918456026e-11,0.0
0.00024999999999999957,2081.678629176507,2.4770982358825198e-05,0.0013959744266072939,0.00012212353503601495,0.12357346846419659,0.005656737131880485,0.11220810863266258,0.7569697315608738,4.064744529561113e-09,5.4028454630180185e-06,1.321425357010138e-05,1.7532876541091437e-06,2.8710802273558637e-05,1.2679858623989316e-11,0.0
0.0002509999999999996,2082.496494545237,2.4159599818715198e-05,0.0013734888021533264,0.0001201626592859863,0.12359457259866194,0.005616469783708494,0.1122524827210341,0.7569696938112738,4.023508615575401e-09,5.483801543718131e-06,1.3048611942135925e-05,1.7227726199336693e-06,2.8710802273558637e-05,1.217645138239371e-11,0.0
0.0002519999999999996,2083.291380707174,2.3571841933986404e-05,0.0013516761132580117,0.00011826004997728655,0.12361528589206505,0.005576976920932399,0.11229571301984168,0.756969656412095,3.9829028619753895e-09,5.564005597094995e-06,1.2887698964213106e-05,1.693248459206161e-06,2.8710802273558637e-05,1.1700412918841741e-11,0.0
0.00025299999999999964,2084.0642335865023,2.3006501026561103e-05,0.0013305081466672057,0.00011641328807602739,0.12363561817129125,0.00553823675352457,0.11233784355088201,0.7569696193588823,3.942923970263109e-09,5.643467173778128e-06,1.2731336142202486e-05,1.66466988734873e-06,2.8710802273558637e-05,1.1249911239186604e-11,0.0
0.00025399999999999967,2084.8159479208493,2.2462445884179906e-05,0.0013099582097581542,0.00011462008339456496,0.1236555789917537,0.005500228283923072,0.11237891607783944,0.7569695826471493,3.903567735634007e-09,5.722195894091523e-06,1.2579353455163935e-05,1.6369942845562349e-06,2.8710802273558637e-05,1.0823259002695071e-11,0.0
0.0002549999999999997,2085.5473706734088,2.193861600893072e-05,0.001290001030646895,0.0001128782662438304,0.12367517764153464,0.00546293127349606,0.11241897025023577,0.7569695462723889,3.864829165926162e-09,5.80020142358544e-06,1.2431588991085127e-05,1.6101815095169635e-06,2.8710802273558637e-05,1.0418900412859485e-11,0.0
0.0002559999999999997,2086.259304174634,2.143401635852172e-05,0.0012706126660949047,0.00011118577972419961,0.1236944231459916,0.005426326210862292,0.11245804373634687,0.7569695102300839,3.826702588347965e-09,5.877493451225897e-06,1.2287888358717127e-05,1.5841937171223651e-06,2.8710802273558637e-05,1.0035399442135789e-11,0.0
0.00025699999999999974,2086.9525090169077,2.09477125521058e-05,0.0012517704165140434,0.00010954067259754125,0.12371332427289711,0.005390394281237792,0.11249617234615314,0.7569694745157157,3.789181743734353e-09,5.954081669997692e-06,1.2148104334474912e-05,1.5589952021895513e-06,2.8710802273558637e-05,9.671429263984684e-12,0.0
0.00025799999999999977,2087.627706733376,2.047882646567226e-05,0.0012334527471483923,0.00010794109268582343,0.1237318895380613,0.005355117337194393,0.11253339014537696,0.7569694391247728,3.7522598715926156e-09,6.029975759658237e-06,1.2012096435677064e-05,1.5345522410646508e-06,2.8710802273558637e-05,9.325762699286364e-12,0.0
0.0002589999999999998,2088.2855822735924,2.0026532204718383e-05,0.0012156392151493583,0.00010638528073546126,0.12375012721114005,0.005320477870602658,0.11256972956132384,0.7569694040527568,3.715929784944208e-09,6.10518537139929e-06,1.1879730538520064e-05,1.5108329774888766e-06,2.8710802273558637e-05,8.997263627072634e-12,0.0
