# Position_mm,Temperature_K,H,O,H2,O2,OH,H2O,N2,N,NO,HO2,H2O2,AR,OH*,HE
1.145833333333333259e+00,3.000000000000000000e+02,-4.526448519901247116e-25,-6.104527073248293513e-19,1.303951931042422394e-02,2.299595121775541706e-01,-9.170168690018080034e-22,1.809634418019435497e-18,7.569722577097480753e-01,-4.825765492649817074e-19,4.438789906834709049e-18,1.568231034533943497e-17,-8.066416231947499666e-18,2.871080227355863996e-05,-6.965374856224572431e-46,-1.321190997523171000e-50
1.197916666666666741e+00,3.000000000000000000e+02,-4.669897020112958818e-25,-6.293689331596618249e-19,1.303951931042422394e-02,2.299595121775541706e-01,-9.467319104873826375e-22,1.806667920354871220e-18,7.569722577097480753e-01,-4.634671177943008089e-19,4.397179144201275386e-18,1.567136787368014841e-17,-8.066444788185482145e-18,2.871080227355863657e-05,-6.973625368255808650e-46,-1.080839365424323307e-50
1.250000000000000000e+00,3.000000000000000000e+02,-4.806286200781356890e-25,-6.473521303618919924e-19,1.303951931042422394e-02,2.299595121775541706e-01,-9.749878702459201100e-22,1.803616333398684917e-18,7.569722577097480753e-01,-4.451162455510533011e-19,4.357220256924710337e-18,1.566011501028580555e-17,-8.066473276332082018e-18,2.871080227355863657e-05,-6.974681858273320725e-46,-9.153287261792244357e-51
1.302083333333333481e+00,3.000000000000000000e+02,-4.935902822246649240e-25,-6.644402042965130907e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.001844011996037394e-21,1.800483904168288882e-18,7.569722577097480753e-01,-4.274937156051497374e-19,4.318847490814352248e-18,1.564856726696516817e-17,-8.066501695405863874e-18,2.871080227355863657e-05,-6.969057970133901289e-46,-8.025327538339362484e-51
1.354166666666666741e+00,3.000000000000000000e+02,-5.059022186641554857e-25,-6.806695441135933453e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.027357233856287386e-21,1.797274706466189463e-18,7.569722577097480753e-01,-4.105705420163851369e-19,4.281997716631900116e-18,1.563673952285327976e-17,-8.066530044445730122e-18,2.871080227355863657e-05,-6.957240542677513679e-46,-7.264748421051890644e-51
1.406250000000000222e+00,3.000000000000000000e+02,-5.175908587498908769e-25,-6.960750833441426114e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.051582159513657002e-21,1.793992647829170627e-18,7.569722577097480753e-01,-3.943188957326321191e-19,4.246610324997504114e-18,1.562464604979947462e-17,-8.066558322511506476e-18,2.871080227355863657e-05,-6.939690953034656965e-46,-6.757725591749941039e-51
1.458333333333333481e+00,3.000000000000000000e+02,-5.286815745399771996e-25,-7.106903579222062964e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.074571227597227959e-21,1.790641476201265276e-18,7.569722577097480753e-01,-3.787120582815464146e-19,4.212627125515024747e-18,1.561230053674268682e-17,-8.066586528684459639e-18,2.871080227355863657e-05,-6.916846285698948873e-46,-6.424145531091478551e-51
1.510416666666666963e+00,3.000000000000000000e+02,-5.391987227446915565e-25,-7.245475616463722510e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.096374778317970977e-21,1.787224786338662535e-18,7.569722577097480753e-01,-3.637243773210630543e-19,4.179992249946758467e-18,1.559971611310751155e-17,-8.066614662067756452e-18,2.871080227355863657e-05,-6.889109180868063209e-46,-6.208241139724970652e-51
1.562500000000000000e+00,3.000000000000000000e+02,-5.491656864404536806e-25,-7.376776017951532997e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.117041139024503226e-21,1.783746025954149970e-18,7.569722577097480753e-01,-3.493312239738840660e-19,4.148652059274486547e-18,1.558690537123899020e-17,-8.066642721786833669e-18,2.871080227355863657e-05,-6.856866357884715245e-46,-6.071581525781302548e-51
1.614583333333333481e+00,3.000000000000000000e+02,-5.586049134970051586e-25,-7.501101495950523651e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.136616704068135059e-21,1.780208501616807848e-18,7.569722577097480753e-01,-3.355089518741845293e-19,4.118555054490609590e-18,1.557388038795155392e-17,-8.066670706989727673e-18,2.871080227355863657e-05,-6.820482819029724381e-46,-5.987924656079582750e-51
1.666666666666666741e+00,3.000000000000000000e+02,-5.675379539416625801e-25,-7.618736896645582550e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.155146011949713382e-21,1.776615384415467296e-18,7.569722577097480753e-01,-3.222348578576419475e-19,4.089651790969194472e-18,1.556065274521337566e-17,-8.066698616847271699e-18,2.871080227355863657e-05,-6.780302629120023220e-46,-5.939501006912364260e-51
1.718750000000000000e+00,3.000000000000000000e+02,-5.759854958737379957e-25,-7.729955674940611444e-19,1.303951931042422220e-02,2.299595121775541706e-01,-1.172671819533562619e-21,1.772969715395058949e-18,7.569722577097480753e-01,-3.094871442286856289e-19,4.061894796273080586e-18,1.554723355000192517e-17,-8.066726450553351590e-18,2.871080227355863657e-05,-6.736649820015396441e-46,-5.914369890181161334e-51
1.770833333333333481e+00,3.000000000000000000e+02,-5.839673999503531722e-25,-7.835020350209524682e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.189235173333747335e-21,1.769274410774774535e-18,7.569722577097480753e-01,-2.972448825415177609e-19,4.035238491258455502e-18,1.553363345336181309e-17,-8.066754207324976676e-18,2.871080227355863657e-05,-6.689829297353164953e-46,-5.904563413291461827e-51
1.822916666666666741e+00,3.000000000000000000e+02,-5.915027324923909880e-25,-7.934182943766305696e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.204875477954643975e-21,1.765532266956870624e-18,7.569722577097480753e-01,-2.854879788340208843e-19,4.009639114344725746e-18,1.551986266869835212e-17,-8.066781886402387622e-18,2.871080227355863657e-05,-6.640127730959689376e-46,-5.904798608703493633e-51
1.875000000000000222e+00,3.000000000000000000e+02,-5.986097972634532966e-25,-8.027685398789425698e-19,1.303951931042422220e-02,2.299595121775541706e-01,-1.219630561789256186e-21,1.761745965334390668e-18,7.569722577097480753e-01,-2.741971402561208864e-19,3.985054648822041344e-18,1.550593098933671325e-17,-8.066809487049102656e-18,2.871080227355863657e-05,-6.587814421397468718e-46,-5.911593148546458986e-51
1.927083333333333481e+00,3.000000000000000000e+02,-6.053061659739672481e-25,-8.115759983405499527e-19,1.303951931042422220e-02,2.299595121775541706e-01,-1.233536740082250098e-21,1.757918076906022087e-18,7.569722577097480753e-01,-2.633538430365277256e-19,3.961444753074384003e-18,1.549184780537657999e-17,-8.066837008551914482e-18,2.871080227355863657e-05,-6.533142139582339565e-46,-5.922663882061710131e-51
1.979166666666666741e+00,3.000000000000000000e+02,-6.116087075623249211e-25,-8.198629677609828666e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.246628875463476232e-21,1.754051066705762113e-18,7.569722577097480753e-01,-2.529403017340357041e-19,3.938770693601079272e-18,1.547762211987104457e-17,-8.066864450220868711e-18,2.871080227355863657e-05,-6.476347938260131741e-46,-5.936521210720960202e-51
2.031250000000000000e+00,3.000000000000000000e+02,-6.175336163012941442e-25,-8.276508544672962257e-19,1.303951931042422220e-02,2.299595121775541706e-01,-1.258940436053212729e-21,1.750147298054841084e-18,7.569722577097480753e-01,-2.429394397217399575e-19,3.916995280724101215e-18,1.546326256435555672e-17,-8.066891811389180665e-18,2.871080227355863657e-05,-6.417653934945496902e-46,-5.952197633367975022e-51
2.083333333333333481e+00,3.000000000000000000e+02,-6.230964387777106354e-25,-8.349602087658094012e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.270503551237180794e-21,1.746209036643109276e-18,7.569722577097480753e-01,-2.333348608545967827e-19,3.896082806873072524e-18,1.544877741375488031e-17,-8.066919091413109029e-18,2.871080227355863657e-05,-6.357268066300096503e-46,-5.969067342307101936e-51
2.135416666666666963e+00,3.000000000000000000e+02,-6.283120997904493830e-25,-8.418107591646857161e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.281349065205074002e-21,1.742238454446675002e-18,7.569722577097480753e-01,-2.241108222727618630e-19,3.875998987344864297e-18,1.543417460069157567e-17,-8.066946289671854168e-18,2.871080227355863657e-05,-6.295384814140635625e-46,-5.986727084522229061e-51
2.187500000000000000e+00,3.000000000000000000e+02,-6.331949272099334606e-25,-8.482214452247721881e-19,1.303951931042422220e-02,2.299595121775541706e-01,-1.291506588342160202e-21,1.738237633488433817e-18,7.569722577097480753e-01,-2.152522082950557816e-19,3.856710903437448347e-18,1.541946172922061034e-17,-8.066973405567394803e-18,2.871080227355863657e-05,-6.232185903387656964e-46,-6.004917930915185975e-51
2.239583333333333481e+00,3.000000000000000000e+02,-6.377586758416597027e-25,-8.542104490939506008e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.301004546560971943e-21,1.734208569447761984e-18,7.569722577097480753e-01,-2.067445053587380667e-19,3.838186947863403456e-18,1.540464608801354201e-17,-8.067000438524269231e-18,2.871080227355863657e-05,-6.167840972360829343e-46,-6.023474173367912512e-51
2.291666666666666519e+00,3.000000000000000000e+02,-6.420165503328029188e-25,-8.597952257777688408e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.309870228655271488e-21,1.730153175125461650e-18,7.569722577097480753e-01,-1.985737779635462355e-19,3.820396772350954487e-18,1.538973466301364711e-17,-8.067027387989405839e-18,2.871080227355863657e-05,-6.102508215892102381e-46,-6.042290099255200231e-51
2.343750000000000444e+00,3.000000000000000000e+02,-6.459812271611498706e-25,-8.649925321972324902e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.318129831756063016e-21,1.726073283769786400e-18,7.569722577097480753e-01,-1.907266455796423611e-19,3.803311237344840592e-18,1.537473414958418146e-17,-8.067054253431842688e-18,2.871080227355863657e-05,-6.036335001785605827e-46,-6.061298481489405064e-51
2.395833333333333481e+00,3.000000000000000000e+02,-6.496648757428929701e-25,-8.698184550823794710e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.325808504965963992e-21,1.721970652269079204e-18,7.569722577097480753e-01,-1.831902604807425838e-19,3.786902363722582826e-18,1.535965096416907569e-17,-8.067081034342545709e-18,2.871080227355863657e-05,-5.969458461199461968e-46,-6.080456706949219917e-51
2.447916666666666963e+00,3.000000000000000000e+02,-6.530791786945455900e-25,-8.742884377485179581e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.332930391244958528e-21,1.717846964216460056e-18,7.569722577097480753e-01,-1.759522864652537276e-19,3.771143286445180438e-18,1.534449125548640311e-17,-8.067107730234075901e-18,2.871080227355863657e-05,-5.902006053563753841e-46,-6.099737862257344826e-51
2.500000000000000000e+00,3.000000000000000000e+02,-6.562353512834665194e-25,-8.784173057999385588e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.339518667618072952e-21,1.713703832851630812e-18,7.569722577097480753e-01,-1.690008784297509172e-19,3.756008210064500714e-18,1.532926091527328150e-17,-8.067134340640358216e-18,2.871080227355863657e-05,-5.834096106666910701e-46,-6.119125023501606182e-51
2.552083333333333481e+00,3.000000000000000000e+02,-6.591441600990889725e-25,-8.822192918041876619e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.345595583772080175e-21,1.709542803884784601e-18,7.569722577097480753e-01,-1.623246627605562428e-19,3.741472366012850417e-18,1.531396558860005691e-17,-8.067160865116364170e-18,2.871080227355863657e-05,-5.765838332591766022e-46,-6.138607608909911254e-51
2.604166666666666963e+00,3.000000000000000000e+02,-6.618159409760238479e-25,-8.857080589782616892e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.351182499106085566e-21,1.705365358207328347e-18,7.569722577097480753e-01,-1.559127185105641297e-19,3.727511971603007220e-18,1.529861068377095174e-17,-8.067187303237791368e-18,2.871080227355863657e-05,-5.697334320186641131e-46,-6.158179055205390372e-51
2.656250000000000000e+00,3.000000000000000000e+02,-6.642606162001422923e-25,-8.888967239264071895e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.356299918298268060e-21,1.701172914493993618e-18,7.569722577097480753e-01,-1.497545593297774182e-19,3.714104190670221973e-18,1.528320138182860608e-17,-8.067213654600795410e-18,2.871080227355863657e-05,-5.628678004766453294e-46,-6.177835340899133840e-51
2.708333333333333481e+00,3.000000000000000000e+02,-6.664877110250662577e-25,-8.917978784675477150e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.360967525448056025e-21,1.696966831700648356e-18,7.569722577097480753e-01,-1.438401161192878741e-19,3.701227095790063067e-18,1.526774264567685960e-17,-8.067239918821607793e-18,2.871080227355863657e-05,-5.559956115760739581e-46,-6.197574049736258505e-51
2.760416666666666519e+00,3.000000000000000000e+02,-6.685063695275257703e-25,-8.944236105889640452e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.365204216851160692e-21,1.692748411462055774e-18,7.569722577097480753e-01,-1.381597203796597456e-19,3.688859632008889264e-18,1.525223922883920307e-17,-8.067266095536209268e-18,2.871080227355863657e-05,-5.491248603026928530e-46,-6.217393777812864287e-51
2.812500000000000444e+00,3.000000000000000000e+02,-6.703253698280330045e-25,-8.967855245612673567e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.369028132462268889e-21,1.688518900393564023e-18,7.569722577097480753e-01,-1.327040882258324621e-19,3.676981582026281106e-18,1.523669568386495404e-17,-8.067292184400030938e-18,2.871080227355863657e-05,-5.422629042549802132e-46,-6.237293759047995944e-51
2.864583333333333481e+00,3.000000000000000000e+02,-6.719531387022403298e-25,-8.988947602483013207e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.372456686098198648e-21,1.684279492300596191e-18,7.569722577097480753e-01,-1.274643050417933304e-19,3.665573532771064454e-18,1.522111637040021613e-17,-8.067318185087556746e-18,2.871080227355863657e-05,-5.354165022248361385e-46,-6.257273628866650962e-51
2.916666666666666963e+00,3.000000000000000000e+02,-6.733977656076383236e-25,-9.007620116443379959e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.375506594431968039e-21,1.680031330299629958e-18,7.569722577097480753e-01,-1.224318107493354505e-19,3.654616843315054145e-18,1.520550546293446837e-17,-8.067344097291999919e-18,2.871080227355863657e-05,-5.285918508607092576e-46,-6.277333275334687434e-51
2.968750000000000000e+00,3.000000000000000000e+02,-6.746670161486760522e-25,-9.023975446695765293e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.378193904826394909e-21,1.675775508854240660e-18,7.569722577097480753e-01,-1.175983856662621377e-19,3.644093614070727320e-18,1.518986695823760073e-17,-8.067369920724930107e-18,2.871080227355863657e-05,-5.217946194844393563e-46,-6.297472745502766984e-51
3.020833333333333925e+00,3.000000000000000000e+02,-6.757683450032404521e-25,-9.038112142536024452e-19,1.303951931042422220e-02,2.299595121775541706e-01,-1.380534022053666522e-21,1.671513075729598168e-18,7.569722577097480753e-01,-1.129561369303770819e-19,3.633986657221399481e-18,1.517420468249861227e-17,-8.067395655115919012e-18,2.871080227355863657e-05,-5.150299831322029754e-46,-6.317692186550898274e-51
3.072916666666666963e+00,3.000000000000000000e+02,-6.767089083319960745e-25,-9.050124807355408571e-19,1.303951931042422220e-02,2.299595121775541706e-01,-1.382541733945771318e-21,1.667245033868702446e-18,7.569722577097480753e-01,-1.084974854665660465e-19,3.624279468334426885e-18,1.515852229817888958e-17,-8.067421300212182937e-18,2.871080227355863657e-05,-5.083026538889893602e-46,-6.337991808852330702e-51
3.125000000000000000e+00,3.000000000000000000e+02,-6.774955756910887516e-25,-9.060104256081716876e-19,1.303951931042422220e-02,2.299595121775541706e-01,-1.384231236018680852e-21,1.662972343193495514e-18,7.569722577097480753e-01,-1.042151534751760926e-19,3.614956199109894103e-18,1.514282331059106015e-17,-8.067446855778188353e-18,2.871080227355863657e-05,-5.016169105850350371e-46,-6.358371862795224875e-51
3.177083333333333481e+00,3.000000000000000000e+02,-6.781349414685551146e-25,-9.068137666324244945e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.385616155111237998e-21,1.658695922333853507e-18,7.569722577097480753e-01,-1.001021524207796659e-19,3.606001631219336323e-18,1.512711107421404584e-17,-8.067472321595337589e-18,2.871080227355863657e-05,-4.949766269211008965e-46,-6.378832624282844690e-51
3.229166666666666963e+00,3.000000000000000000e+02,-6.786333358632062010e-25,-9.074308723474132492e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.386709572078558010e-21,1.654416650287377746e-18,7.569722577097480753e-01,-9.615177150125790748e-20,3.597401151190686885e-18,1.511138879875587802e-17,-8.067497697461555912e-18,2.871080227355863657e-05,-4.883852980884410856e-46,-6.399374385644504345e-51
3.281250000000000444e+00,3.000000000000000000e+02,-6.789968354244418816e-25,-9.078697760003270908e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.387524043577726750e-21,1.650135368012737382e-18,7.569722577097480753e-01,-9.235756657793291211e-20,3.589140726297543363e-18,1.509565955497349420e-17,-8.067522983190952565e-18,2.871080227355863657e-05,-4.818460659473952342e-46,-6.419997449975706693e-51
3.333333333333333481e+00,3.000000000000000000e+02,-6.792312731706652555e-25,-9.081381889194484508e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.388071622982208218e-21,1.645852879959238341e-18,7.569722577097480753e-01,-8.871334954826496549e-20,3.581206881412455562e-18,1.507992628025999333e-17,-8.067548178613454065e-18,2.871080227355863657e-05,-4.753617428273713714e-46,-6.440702127590314270e-51
3.385416666666666963e+00,3.000000000000000000e+02,-6.793422483032608680e-25,-9.082435133525222405e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.388363880459977186e-21,1.641569955535173107e-18,7.569722577097480753e-01,-8.521317814336505296e-20,3.573586676785556607e-18,1.506419178400780529e-17,-8.067573283574431351e-18,2.871080227355863657e-05,-4.689348340090291235e-46,-6.461488733821413782e-51
3.437500000000000000e+00,3.000000000000000000e+02,-6.793351355319691885e-25,-9.081928547920264865e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.388411922248812886e-21,1.637287330517419638e-18,7.569722577097480753e-01,-8.185134613329433767e-20,3.566267686711423677e-18,1.504845875275753667e-17,-8.067598297934326916e-18,2.871080227355863657e-05,-4.625675589479469069e-46,-6.482357587656708067e-51
3.489583333333333481e+00,3.000000000000000000e+02,-6.792150940277792560e-25,-9.079930338078547972e-19,1.303951931042422220e-02,2.299595121775541706e-01,-1.388226409161094336e-21,1.633005708404632097e-18,7.569722577097480753e-01,-7.862237392379912578e-20,3.559237979048634201e-18,1.503272975514077604e-17,-8.067623221568331254e-18,2.871080227355863657e-05,-4.562618712972032992e-46,-6.503309010896306714e-51
3.541666666666666963e+00,3.000000000000000000e+02,-6.789870760178935793e-25,-9.076505974071753244e-19,1.303951931042422394e-02,2.299595121775541706e-01,-1.387817574348752681e-21,1.628725761716275981e-18,7.569722577097480753e-01,-7.552099952879428238e-20,3.552486095557766795e-18,1.501700724662519086e-17,-8.067648054365994596e-18,2.871080227355863657e-05,-4.500194777846466752e-46,-6.524343327649252069e-51
