# Position_mm,Temperature_K,H2,H,O,O2,OH,H2O,HO2,H2O2,AR,N2
1.749877929687499645e+01,8.144047481634744372e+02,1.935819942533833701e-02,3.265765097765205012e-04,3.918217475864387055e-04,1.963058849226655966e-01,1.007580603990321406e-03,3.808288987938734937e-02,3.410764860247740820e-04,1.353549799520982466e-04,5.823500435324170541e-16,7.440506154470328815e-01
1.749938964843749645e+01,8.181601329871406278e+02,1.929665629070736327e-02,3.321013393919802965e-04,4.013763259368799169e-04,1.959611750785159312e-01,1.008620008961126115e-03,3.850531770978803808e-02,3.379334469256134931e-04,1.335352830875931361e-04,-3.104417999629344662e-15,7.440232845172850551e-01
1.749999999999999645e+01,8.219092250036189853e+02,1.923502442289812264e-02,3.376648432466311566e-04,4.111308069011284359e-04,1.956143823134838811e-01,1.009727237789858310e-03,3.892962605090001527e-02,3.348384381749898442e-04,1.317174634480675738e-04,-1.609691192690334894e-15,7.439958884236196335e-01
1.750061035156250000e+01,8.256519675823669786e+02,1.917330467856558085e-02,3.432667432400951773e-04,4.210875142970708072e-04,1.952654863299737587e-01,1.010907480640434696e-03,3.935582178702615175e-02,3.317905726942466191e-04,1.299022473086052529e-04,5.287359503371764353e-16,7.439684326477357112e-01
1.750122070312500000e+01,8.293883066698929269e+02,1.911149792019047750e-02,3.489067607871784368e-04,4.312487198233092098e-04,1.949144668335736075e-01,1.012165814225126541e-03,3.978391189222617308e-02,3.287889739682965814e-04,1.280903437101693501e-04,-1.892339159221754454e-15,7.439409227426516669e-01
1.750183105468750000e+01,8.331181906890966502e+02,1.904960501738860168e-02,3.545846166463512963e-04,4.416166410400535944e-04,1.945613035612179520e-01,1.013507203021269797e-03,4.021390340548988696e-02,3.258327764340818167e-04,1.262824444696109048e-04,-2.891380306238941553e-15,7.439133643351312219e-01
1.750244140625000000e+01,8.368415704413951062e+02,1.898762684797820552e-02,3.603000307416513335e-04,4.521934393828201519e-04,1.942059763068886002e-01,1.014936500538027178e-03,4.064580340562537475e-02,3.229211257893446459e-04,1.244792241701761135e-04,-2.482067517597154307e-15,7.438857631194134568e-01
1.750305175781250000e+01,8.405583990117723943e+02,1.892556429917219979e-02,3.660527219866494051e-04,4.629812182400618774e-04,1.938484649485772426e-01,1.016458450662645254e-03,4.107961898667484429e-02,3.200531792749037804e-04,1.226813401793425942e-04,-6.776085192501607408e-16,7.438581248564212212e-01
1.750366210937500000e+01,8.442686316765984884e+02,1.886341826863269580e-02,3.718424081050533269e-04,4.739820210764027382e-04,1.934887494738241065e-01,1.018077689046373389e-03,4.151535723330700145e-02,3.172281059024987583e-04,1.208894326635768688e-04,-1.787075700966595040e-15,7.438304553683126041e-01
1.750427246093749645e+01,8.479722258141842985e+02,1.880118966569811409e-02,3.776688054550118270e-04,4.851978296213691985e-04,1.931268100069992999e-01,1.019798744547753240e-03,4.195302519688128007e-02,3.144450866597589067e-04,1.191041246254255428e-04,-1.504204145868855652e-15,7.438027605404654574e-01
1.750488281249999645e+01,8.516691408180212193e+02,1.873887941237065841e-02,3.835316288484644557e-04,4.966305620969255034e-04,1.927626268341180726e-01,1.021626040682338879e-03,4.239262987130138632e-02,3.117033146520472361e-04,1.173260219220287890e-04,-1.586770281656153808e-15,7.437750463149642721e-01
1.750549316406249645e+01,8.553593380126529837e+02,1.867648844443341172e-02,3.894305913742845200e-04,5.082820715141502703e-04,1.923961804289459065e-01,1.023563897111142221e-03,4.283417816948653645e-02,3.090019952319546194e-04,1.155557133103952077e-04,-1.680956837046905691e-15,7.437473186898659883e-01
1.750610351562499645e+01,8.590427805721259347e+02,1.861401771244113046e-02,3.953654042196598126e-04,5.201541440197001310e-04,1.920274514777741692e-01,1.025616531130956735e-03,4.327767689990659472e-02,3.063403460864740383e-04,1.137937704880156601e-04,-3.169900739387016778e-15,7.437195837143640853e-01
1.750671386718749645e+01,8.627194334409682597e+02,1.855146818286032215e-02,4.013357764963259569e-04,5.322484973099857576e-04,1.916564209056882129e-01,1.027788059184310846e-03,4.372313274382882281e-02,3.037175973089611958e-04,1.120407481511122879e-04,-9.825392209798454414e-16,7.436918474906990539e-01
1.750732421875000000e+01,8.663892632576616961e+02,1.848884083885023871e-02,4.073414150602971419e-04,5.445667790838905169e-04,1.912830698991060119e-01,1.030082498337310309e-03,4.417055223210977072e-02,3.011329914170601720e-04,1.102971840330415232e-04,-3.562005011401234479e-15,7.436641161627802754e-01
1.750793457031250000e+01,8.700522382804545032e+02,1.842613668147855335e-02,4.133820243439778499e-04,5.571105655877055599e-04,1.909073799327135890e-01,1.032503767795943297e-03,4.461994172339214804e-02,2.985857833959700306e-04,1.085635989942989015e-04,-2.912715535762804574e-15,7.436363959227904052e-01
1.750854492187500000e+01,8.737083283156481457e+02,1.836335673051938192e-02,4.194573061805197730e-04,5.698813601872541011e-04,1.905293327920696833e-01,1.035055690363409454e-03,4.507130738174042195e-02,2.960752406682787903e-04,1.068404970684305922e-04,-1.009966759541876832e-15,7.436086930023729780e-01
1.750915527343750000e+01,8.773575046482038715e+02,1.830050202535797935e-02,4.255669596338146300e-04,5.828805920180859515e-04,1.901489105972313798e-01,1.037741993900795226e-03,4.552465515494463766e-02,2.936006430750618236e-04,1.051283655441006182e-04,-2.017100463450413204e-15,7.435810136688330019e-01
1.750976562500000000e+01,8.809997399745132043e+02,1.823757362603681265e-02,4.317106808345971673e-04,5.961096147035951486e-04,1.897660958277601062e-01,1.040566312775963263e-03,4.597999075359770343e-02,2.911612828461422999e-04,1.034276750580367975e-04,-3.094909807732706936e-16,7.435533642279983368e-01
1.751037597656250000e+01,8.846350083374703672e+02,1.817457261389683956e-02,4.378881628096878160e-04,6.095697051093280396e-04,1.893808713434827484e-01,1.043532189249665428e-03,4.643731962962549531e-02,2.887564645205768820e-04,1.017388796625517651e-04,-3.202022450558083065e-15,7.435257510118779001e-01
1.751098632812500000e+01,8.882632850636929334e+02,1.811150009272202016e-02,4.440990953276842683e-04,6.232620621974999412e-04,1.889932204103652036e-01,1.046643074884262515e-03,4.689664695654068710e-02,2.863855049058251063e-04,1.000624169479131311e-04,-2.147082835508832299e-16,7.434981803875576611e-01
1.751159667968749645e+01,8.918845467028618259e+02,1.804835718921400309e-02,4.503431647306704779e-04,6.371878058945230948e-04,1.886031267193689354e-01,1.049902331852875167e-03,4.735797760846061771e-02,2.840477329572250781e-04,9.839870810783091833e-05,-2.392300676432097810e-15,7.434706587401572753e-01
1.751220703124999645e+01,8.954987709691341706e+02,1.798514505410378495e-02,4.566200537870470028e-04,6.513479760748363363e-04,1.882105744118013346e-01,1.053313234284942090e-03,4.782131614124501828e-02,2.817424897227596594e-04,9.674815808305192765e-05,-1.587461585860717924e-15,7.434431924825053439e-01
1.751281738281249645e+01,8.991059366845806835e+02,1.792186486264232478e-02,4.629294415314366825e-04,6.657435315567575935e-04,1.878155480981300585e-01,1.056878969508011443e-03,4.828666677250738337e-02,2.794691282079369058e-04,9.511115564452419699e-05,-4.461251676180820803e-15,7.434157880408011065e-01
