# Position_mm,Temperature_K,H2,H,O,O2,OH,H2O,HO2,H2O2,AR,N2
1.743789672851562145e+01,4.423041599002626754e+02,2.483330259345789895e-02,1.243184845046880936e-05,2.139772650026118358e-05,2.215719705836490527e-01,3.181289906032551190e-04,6.353873544567434015e-03,7.867612273217289027e-04,1.622546262297346758e-04,1.431117224133722630e-15,7.459398788618692988e-01
1.743804931640624645e+01,4.430593888474302844e+02,2.482204060192000697e-02,1.261520059832644289e-05,2.161928491296477323e-05,2.215349280065086746e-01,3.211623514631313839e-04,6.399658346706508030e-03,7.875607191089624556e-04,1.628347571884480839e-04,-1.199117275328712961e-15,7.459375807334694963e-01
1.743820190429687145e+01,4.438167669394267136e+02,2.481076101403831627e-02,1.280069772935351409e-05,2.184265235766620324e-05,2.214977177602738545e-01,3.242095934038042833e-04,6.445657864811641172e-03,7.883290445709521203e-04,1.634125733840582375e-04,-2.486312942533554818e-15,7.459352688013369814e-01
1.743835449218749645e+01,4.445762847836468836e+02,2.479946387349409032e-02,1.298835540968480110e-05,2.206783523958843411e-05,2.214603399173499521e-01,3.272705347472251811e-04,6.491872049259550526e-03,7.890662596409394420e-04,1.639880446883057929e-04,-3.836411358677894470e-15,7.459329431299276392e-01
1.743850708007812145e+01,4.453379329115435894e+02,2.478814922410594451e-02,1.317818917893345721e-05,2.229483990958570572e-05,2.214227945564341826e-01,3.303449905897971406e-04,6.538300843662158725e-03,7.897724260042668018e-04,1.645611411185529584e-04,-1.419854814891945293e-15,7.459306037868504990e-01
1.743865966796874645e+01,4.461017017800189706e+02,2.477681710982639410e-02,1.337021454798381421e-05,2.252367266091050743e-05,2.213850817624903877e-01,3.334327728368295142e-04,6.584944184906230645e-03,7.904476110295999671e-04,1.651318328318319018e-04,4.352670875079093980e-15,7.459282508428080050e-01
1.743881225585937145e+01,4.468675817728226320e+02,2.476546757406663038e-02,1.356444699642424567e-05,2.275433972548835429e-05,2.213472016207317927e-01,3.365336902293458721e-04,6.631802003014363074e-03,7.910918876768453919e-04,1.657000901145675169e-04,-4.953976375162143998e-16,7.459258843513258963e-01
1.743896484374999645e+01,4.476355632019548239e+02,2.475410066061514702e-02,1.376090197203711761e-05,2.298684729072638337e-05,2.213091542248065979e-01,3.396475484137526112e-04,6.678874221447719979e-03,7.917053344929714850e-04,1.662658834233646482e-04,-5.276970361231109119e-15,7.459235043762748596e-01
1.743911743164061789e+01,4.484056363090747368e+02,2.474271641349164511e-02,1.395959488809803413e-05,2.322120148947007397e-05,2.212709396755106195e-01,3.427741499713156479e-04,6.726160757104342018e-03,7.922880355189927367e-04,1.668291833637980067e-04,-1.101529446191411572e-15,7.459211109875989454e-01
1.743927001953124289e+01,4.491777912669132320e+02,2.473131487636917938e-02,1.416054112068414117e-05,2.345740839366483566e-05,2.212325580756369925e-01,3.459132944471146327e-04,6.773661520201830662e-03,7.928400801895209900e-04,1.673899606748646565e-04,2.753167204751782784e-15,7.459187042440069693e-01
1.743942260742186789e+01,4.499520181806898904e+02,2.471989609297333898e-02,1.436375600755123188e-05,2.369547402520472498e-05,2.211940095335259981e-01,3.490647784108301551e-04,6.821376414440408729e-03,7.933615632950267484e-04,1.679481862544623862e-04,2.966051949784611579e-15,7.459162842048929765e-01
1.743957519531249289e+01,4.507283070895330184e+02,2.470846010685688945e-02,1.456925484595830512e-05,2.393540435500557116e-05,2.211552941610559209e-01,3.522283954983206197e-04,6.869305336985544533e-03,7.938525848994811181e-04,1.685038311569304946e-04,-1.666791484391127316e-15,7.459138509236017400e-01
1.743972778320311789e+01,4.515066479679035183e+02,2.469700696207966645e-02,1.477705289142373823e-05,2.417720530929629640e-05,2.211164120797106114e-01,3.554039364739366579e-04,6.917448178708664706e-03,7.943132502982617679e-04,1.690568666101181956e-04,1.613975241282257427e-15,7.459114044678762934e-01
1.743988037109374289e+01,4.522870307270206922e+02,2.468553670232656247e-02,1.498716535437205642e-05,2.442088275533025270e-05,2.210773634127096987e-01,3.585911892516855130e-04,6.965804823976026218e-03,7.947436698851840977e-04,1.696072639813225912e-04,3.698035177288757363e-15,7.459089448934367317e-01
1.744003295898436789e+01,4.530694452162906600e+02,2.467404937107925758e-02,1.519960739895081573e-05,2.466644251285512879e-05,2.210381482865223512e-01,3.617899389585028025e-04,7.014375150752278493e-03,7.951439591023490815e-04,1.701549948027496683e-04,-6.532386229057373854e-16,7.459064722490401644e-01
1.744018554687499289e+01,4.538538812247360852e+02,2.466254501241860186e-02,1.541439414195276382e-05,2.491389036147118632e-05,2.209987668380407611e-01,3.649999680030788099e-04,7.063159030882130464e-03,7.955142383991209605e-04,1.707000307912970858e-04,1.041429448193182869e-15,7.459039866006962338e-01
1.744033813476561789e+01,4.546403284824274920e+02,2.465102366973631609e-02,1.563154064904443761e-05,2.516323202341194741e-05,2.209592192030575830e-01,3.682210560913751532e-04,7.112156329756037267e-03,7.958546330761434020e-04,1.712423438061221872e-04,-3.420410354990428586e-15,7.459014879929177777e-01
1.744049072265624289e+01,4.554287766619150375e+02,2.463948538690986789e-02,1.585106193479446601e-05,2.541447318489783763e-05,2.209195055267561547e-01,3.714529803175684215e-04,7.161366906713062877e-03,7.961652732812272287e-04,1.717819058997065683e-04,-3.384149714954323799e-15,7.458989764840429082e-01
1.744064331054686789e+01,4.562192153796607386e+02,2.462793020774212138e-02,1.607297295956822353e-05,2.566761948291307679e-05,2.208796259586998378e-01,3.746955151957894890e-04,7.210790614917249840e-03,7.964462938807237088e-04,1.723186892872959682e-04,2.311311783051300331e-16,7.458964521294803030e-01
1.744079589843749289e+01,4.570116341974706984e+02,2.461635817581649469e-02,1.629728862766459152e-05,2.592267650804701363e-05,2.208395806515242032e-01,3.779484327154089356e-04,7.260427301365656241e-03,7.966978343749197070e-04,1.728526663522464706e-04,-6.196950210522389815e-16,7.458939149772865207e-01
1.744094848632811789e+01,4.578060226239266512e+02,2.460476933455483031e-02,1.652402378584604773e-05,2.617964981163503033e-05,2.207993697614260842e-01,3.812115024046552653e-04,7.310276806959142837e-03,7.969200388271563407e-04,1.733838096614570643e-04,-6.510865257765069585e-15,7.458913650698607567e-01
1.744110107421874289e+01,4.586023701158163135e+02,2.459316372817619764e-02,1.675319322239587455e-05,2.643854491230625966e-05,2.207589934567541767e-01,3.844844914076791294e-04,7.360338966842560129e-03,7.971130558177506051e-04,1.739120919838049565e-04,7.033079391402681859e-17,7.458888024729841693e-01
1.744125366210937145e+01,4.594006660795810717e+02,2.458154139987752188e-02,1.698481166263938764e-05,2.669936727282048311e-05,2.207184519017026114e-01,3.877671644912487631e-04,7.410613609893455106e-03,7.972770382520007323e-04,1.744374862321711411e-04,-1.559973912836153817e-15,7.458862272209286770e-01
1.744140624999999645e+01,4.602008998726702202e+02,2.456990239355765979e-02,1.721889377002795851e-05,2.696212233139008108e-05,2.206777452717187116e-01,3.910592841605796399e-04,7.461100559309471157e-03,7.974121433856460770e-04,1.749599655379014253e-04,-1.362895821267174963e-16,7.458836393684035171e-01
1.744155883789062145e+01,4.610030608050753926e+02,2.455824675270538646e-02,1.745545414234719360e-05,2.722681548208581628e-05,2.206368737435446259e-01,3.943606106819488692e-04,7.511799632314164997e-03,7.975185326595049268e-04,1.754795032037119397e-04,-1.890992362189740568e-15,7.458810389570906807e-01
1.744171142578125000e+01,4.618071381406984415e+02,2.454657452098656795e-02,1.769450731100013097e-05,2.749345208794135834e-05,2.205958375004521410e-01,3.976709021647822028e-04,7.562710640392583845e-03,7.975963716513206382e-04,1.759960727339442881e-04,-3.059276395744650126e-15,7.458784260333546356e-01
1.744201660156250000e+01,4.634210044802864559e+02,2.452318048281812088e-02,1.818012934953235540e-05,2.803256696887478804e-05,2.205132719277755893e-01,4.043176193416201021e-04,7.665167156290171417e-03,7.976669616145714344e-04,1.770202323108373244e-04,-1.887399778992185921e-15,7.458731629245335393e-01
1.744232177734375000e+01,4.650423842828782313e+02,2.449972065052141712e-02,1.867588637901766913e-05,2.857949503489430089e-05,2.204300527881337679e-01,4.109971412284534335e-04,7.768465613270116553e-03,7.976259642821044091e-04,1.780322640609833986e-04,-2.489997913594573510e-16,7.458678501983921905e-01
1.744262695312500000e+01,4.666711902882564118e+02,2.447619537090545486e-02,1.918189198367828316e-05,2.913427776599922657e-05,2.203461817416478008e-01,4.177074673344621618e-04,7.872604276046182500e-03,7.974748456161790235e-04,1.790319649542181069e-04,3.905902438142464670e-16,7.458624881647888394e-01
1.744293212890624645e+01,4.683073346367618228e+02,2.445260499061530091e-02,1.969825851504192676e-05,2.969695622443760521e-05,2.202616605231226821e-01,4.244465687082447578e-04,7.977581321863875044e-03,7.972151293117429437e-04,1.800191352888937883e-04,1.921530966683433225e-15,7.458570771186867621e-01
1.744323730468749645e+01,4.699507289133330232e+02,2.442894985590327028e-02,2.022509703834696944e-05,3.026757110541426879e-05,2.201764909391397407e-01,4.312123900487896443e-04,8.083394842097782820e-03,7.968483938176942330e-04,1.809935787728833047e-04,-9.000805201677616542e-16,7.458516173334638344e-01
1.744354248046874645e+01,4.716012841911577880e+02,2.440523031294639447e-02,2.076251728139988950e-05,3.084616280293490660e-05,2.200906748699641424e-01,4.380028518747958546e-04,8.190042844049179316e-03,7.963762693810672640e-04,1.819551026348455842e-04,-5.617027906994505491e-16,7.458461090708176089e-01
1.744384765624999645e+01,4.732589110748915004e+02,2.438144670753537163e-02,2.131062758311184259e-05,3.143277145922408500e-05,2.200042142657497035e-01,4.448158526957026642e-04,8.297523252530258214e-03,7.958004350214179130e-04,1.829035176931710128e-04,-1.443233351019285374e-15,7.458405525716429452e-01
1.744415283203124645e+01,4.749235197434035740e+02,2.435759938520917073e-02,2.186953484482579040e-05,3.202743703352462781e-05,2.199171111466626249e-01,4.516492712351242978e-04,8.405833911619024768e-03,7.951226155480399429e-04,1.838386384635593083e-04,-2.868108681279063231e-15,7.458349480603535531e-01
1.744445800781249645e+01,4.765950199920117143e+02,2.433368869129763634e-02,2.243934448252683398e-05,3.263019936516762853e-05,2.198293676021132181e-01,4.585009686670828296e-04,8.514972586386178321e-03,7.943445785593827987e-04,1.847602832494031123e-04,-1.163274196571805059e-15,7.458292957464828232e-01
1.744476318359374645e+01,4.782733212741676425e+02,2.430971497083758009e-02,2.302016038026700946e-05,3.324109823582269743e-05,2.197409857887833717e-01,4.653687908649968303e-04,8.624936964583083260e-03,7.934681314403300555e-04,1.856682742251158393e-04,1.784472109079194218e-15,7.458235958224681550e-01
1.744506835937499645e+01,4.799583327425593779e+02,2.428567856848214482e-02,2.361208484538844637e-05,3.386017343788805890e-05,2.196519679285181825e-01,4.722505706682128394e-04,8.735724658335794132e-03,7.924951183816745202e-04,1.865624375277003563e-04,7.285511898969678222e-16,7.458178484611558412e-01
1.744537353515624645e+01,4.816499632895969398e+02,2.426157982873954413e-02,2.421521856595399897e-05,3.448746484984908066e-05,2.195623163091199037e-01,4.791441301686488958e-04,8.847333205967490219e-03,7.914274174396869130e-04,1.874426033598396147e-04,1.203792823359024233e-15,7.458120538234197516e-01
1.744567871093749645e+01,4.833481215872508869e+02,2.423741909574750331e-02,2.482966056854306051e-05,3.512301249941450357e-05,2.194720332809045604e-01,4.860472829787241427e-04,8.959760073648360620e-03,7.902669375789197473e-04,1.883086060600778426e-04,7.648082678730481939e-16,7.458062120516556481e-01
1.744598388671874645e+01,4.850527161262158415e+02,2.421319671337284624e-02,2.545550817879879810e-05,3.576685664070934601e-05,2.193811212561187773e-01,4.929578365180126587e-04,9.073002657178034364e-03,7.890156157811126312e-04,1.891602841993991063e-04,2.853381643426299341e-16,7.458003232731668097e-01
1.744628906249999645e+01,4.867636552543701782e+02,2.418891302522441222e-02,2.609285698326551688e-05,3.641903782719051538e-05,2.192895827075192761e-01,4.998735942876765407e-04,9.187058283736979775e-03,7.876754141760190526e-04,1.899974806634551546e-04,1.405282127296013035e-15,7.457943876009796025e-01
1.744659423828124645e+01,4.884808472145102769e+02,2.416456837455794107e-02,2.674180079280824798e-05,3.707959698481188101e-05,2.191974201659271371e-01,5.067923581326587781e-04,9.301924213600258617e-03,7.862483172079033069e-04,1.908200427298676238e-04,1.739333714664666200e-15,7.457884051313509177e-01
1.744689941406249289e+01,4.902042001813339880e+02,2.414016310440355792e-02,2.740243160837089613e-05,3.774857549166805136e-05,2.191046362197333619e-01,5.137119305004170895e-04,9.417597641944221512e-03,7.847363288651781075e-04,1.916278221553609760e-04,2.450045441804652319e-15,7.457823759481372328e-01
1.744720458984374289e+01,4.919336222976547788e+02,2.411569755729342165e-02,2.807483958765533228e-05,3.842601525098692325e-05,2.190112335107362029e-01,5.206301166662467665e-04,9.534075700495430253e-03,7.831414699325354870e-04,1.924206752420103681e-04,-1.912650168314886607e-15,7.457763001148869364e-01
1.744750976562499289e+01,4.936690217098264952e+02,2.409117207582844172e-02,2.875911301551440730e-05,3.911195878091143377e-05,2.189172147375320066e-01,5.275447269703850564e-04,9.651355459525752870e-03,7.814657753543173850e-04,1.931984629380371367e-04,2.625768421116729203e-15,7.457701776927825321e-01
1.744781494140624289e+01,4.954103066023636188e+02,2.406658700183313473e-02,2.945533827263101137e-05,3.980644927206036186e-05,2.188225826460803991e-01,5.344535789667370206e-04,9.769433929264133634e-03,7.797112915468782084e-04,1.939610508588835737e-04,-1.348326903577921359e-15,7.457640087152661579e-01
1.744812011718749289e+01,4.971573852317407045e+02,2.404194267715609873e-02,3.016359981084501730e-05,4.050953069361599296e-05,2.187273400351172625e-01,5.413544996257092616e-04,9.888308062007170399e-03,7.778800739182664724e-04,1.947083094138022850e-04,-9.415952959798482872e-16,7.457577932131249643e-01
1.744842529296874289e+01,4.989101659593589488e+02,2.401723944323778601e-02,3.088398012619893369e-05,4.122124785478840757e-05,2.186314897503829346e-01,5.482453274317253353e-04,1.000797475370118240e-02,7.759741843241890714e-04,1.954401138274723627e-04,1.066166012551199494e-15,7.457515312019479259e-01
1.744873046874999645e+01,5.006685572836891538e+02,2.399247764097927477e-02,3.161655973565491738e-05,4.194164648998366152e-05,2.185350346815245759e-01,5.551239144746965195e-04,1.012843084566452008e-02,7.739956886477940409e-04,1.961563442083634012e-04,-3.244815619134390559e-15,7.457452226786489557e-01
1.744903564453125000e+01,5.024324678714808670e+02,2.396765761127937072e-02,3.236141715698203036e-05,4.267077335214659314e-05,2.184379777650304333e-01,5.619881285238766816e-04,1.024967312659497316e-02,7.719466544850535263e-04,1.968568856328397699e-04,3.069584744694989701e-16,7.457388676387178839e-01
1.744934082031250000e+01,5.042018065882103315e+02,2.394277969446010484e-02,3.311862888732910478e-05,4.340867627536740687e-05,2.183403219770682357e-01,5.688358550029950101e-04,1.037169833409400978e-02,7.698291488071257790e-04,1.975416281544595709e-04,2.619471621378480442e-15,7.457324660593213084e-01
1.744964599609375000e+01,5.059764825276621991e+02,2.391784423046854416e-02,3.388826938660473000e-05,4.415540426906590940e-05,2.182420703333186607e-01,5.756649989688566744e-04,1.049450315654548195e-02,7.676452357839505915e-04,1.982104668790839652e-04,8.085169980140905147e-16,7.457260179062311645e-01
1.744995117187500000e+01,5.077564050405392777e+02,2.389285155898381030e-02,3.467041106190991870e-05,4.491100760074786868e-05,2.181432258879366370e-01,5.824734870268332690e-04,1.061808423494241087e-02,7.653969746582338970e-04,1.988633020110386514e-04,-3.257330735274768423e-16,7.457195231379503131e-01
1.745025634765625000e+01,5.095414837622784603e+02,2.386780201921730876e-02,3.546512425308382164e-05,4.567553787189427352e-05,2.180437917297163020e-01,5.892592691811716736e-04,1.074243816458144395e-02,7.630864176746171741e-04,1.995000388790175159e-04,-2.494050929920531927e-15,7.457129817004375383e-01
1.745056152343749645e+01,5.113316286399709156e+02,2.384269594998924754e-02,3.627247722113867862e-05,4.644904810405090954e-05,2.179437709807292844e-01,5.960203206481563040e-04,1.086756149688646034e-02,7.607156081171264489e-04,2.001205879806188122e-04,-3.546843065168184459e-15,7.457063935303084312e-01
1.745086669921874645e+01,5.131267499584068901e+02,2.381753368986046573e-02,3.709253613838281802e-05,4.723159282005057891e-05,2.178431667954787432e-01,6.027546436095139329e-04,1.099345074125807585e-02,7.582865784189493988e-04,2.007248650127871456e-04,1.180442307705216531e-15,7.456997585599467460e-01
1.745117187499999645e+01,5.149267583652464282e+02,2.379231557662480831e-02,3.792536507892713859e-05,4.802322811574177472e-05,2.177419823542057487e-01,6.094602688828746609e-04,1.112010236662273367e-02,7.558013483166500009e-04,2.013127908754931738e-04,-2.123342144338298655e-15,7.456930767026768159e-01
1.745147705078124645e+01,5.167315648953185701e+02,2.376704194792147659e-02,3.877102601439641905e-05,4.882401175945527894e-05,2.176402208663845150e-01,6.161352575873965849e-04,1.124751280352110847e-02,7.532619231748397112e-04,2.018842917352358160e-04,-1.860963805015212666e-15,7.456863478727623340e-01
1.745178222656249645e+01,5.185410809940536865e+02,2.374171314084359483e-02,3.962957880782985417e-05,4.963400325568821252e-05,2.175378855650904053e-01,6.227777026868295445e-04,1.137567844570579016e-02,7.506702922926418529e-04,2.024392990049728852e-04,1.002706612341218369e-16,7.456795719743860573e-01
1.745208740234374645e+01,5.203552185400518511e+02,2.371632949185628961e-02,4.050108121106724655e-05,5.045326392830120390e-05,2.174349797041667809e-01,6.293857304969920985e-04,1.150459565189567400e-02,7.480284273419491280e-04,2.029777493632572559e-04,-1.719407598574383693e-15,7.456727489001244713e-01
1.745239257812499645e+01,5.221738898667970261e+02,2.369089133715049367e-02,4.138558886485946660e-05,5.128185700716373383e-05,2.173315065593776629e-01,6.359575021430694582e-04,1.163426074774549443e-02,7.453382809078972155e-04,2.034995847793308592e-04,1.723902411368182040e-15,7.456658785431282688e-01
1.745269775390624645e+01,5.239970077835201892e+02,2.366539901223442544e-02,4.228315529820172232e-05,5.211984769262202296e-05,2.172274694226173086e-01,6.424912149095520940e-04,1.176467002742997807e-02,7.426017850462513815e-04,2.040047524851080314e-04,2.962354979282066759e-15,7.456589607855957924e-01
1.745300292968749645e+01,5.258244855952225407e+02,2.363985285191809102e-02,4.319383193128535398e-05,5.296730324005008433e-05,2.171228715996846304e-01,6.489851035541530262e-04,1.189581975543118481e-02,7.398208499754403743e-04,2.044932049885186541e-04,-2.650044660186242087e-15,7.456519954993896526e-01
1.745330810546874645e+01,5.276562371218658427e+02,2.361425319083462412e-02,4.411766808110286116e-05,5.382429304423218231e-05,2.170177164130148995e-01,6.554374415678696506e-04,1.202770616859809641e-02,7.369973628648537022e-04,2.049649000860811327e-04,1.596324221107355511e-15,7.456449825636546347e-01
1.745361328124999645e+01,5.294921767167413691e+02,2.358860036264663271e-02,4.505471096451159384e-05,5.469088869105523403e-05,2.169120071923831272e-01,6.618465422997652121e-04,1.216032547751875678e-02,7.341331866025245425e-04,2.054198007986488342e-04,8.337229396660640657e-16,7.456379218413001775e-01
1.745391845703124645e+01,5.313322192840267917e+02,2.356289470041113970e-02,4.600500570750412822e-05,5.556716405067555571e-05,2.168057472762027482e-01,6.682107600860288672e-04,1.229367386850564563e-02,7.312301587594190536e-04,2.058578753973992542e-04,-4.445214910518238434e-15,7.456308131916088433e-01
1.745422363281249645e+01,5.331762802955431653e+02,2.353713653675496703e-02,4.696859535446809184e-05,5.645319534864321631e-05,2.166989400111405950e-01,6.745284912827981651e-04,1.242774750547323212e-02,7.282900905830988914e-04,2.062790973805423453e-04,-2.155737978262537967e-15,7.456236564771634434e-01
1.745452880859374289e+01,5.350242758067228124e+02,2.351132620347045482e-02,4.794552087716847370e-05,5.734906122365266936e-05,2.165915887464330003e-01,6.807981752011393320e-04,1.256254253149974472e-02,7.253147660272933703e-04,2.066834454177617422e-04,9.229200857613150668e-16,7.456164515525703917e-01
1.745483398437499289e+01,5.368761224718025460e+02,2.348546403145190462e-02,4.893582118705080487e-05,5.825484280412556316e-05,2.164836968313251231e-01,6.870182950017563817e-04,1.269805507057448005e-02,7.223059409063060108e-04,2.070709033344250922e-04,-2.829263233630767773e-15,7.456091982637428339e-01
1.745513916015624289e+01,5.387317375582541672e+02,2.345955035119520055e-02,4.993953315027645413e-05,5.917062378650748484e-05,2.163752676177273793e-01,6.931873785381367651e-04,1.283428122964932160e-02,7.192653421433031291e-04,2.074414601003016570e-04,6.949177742953707688e-16,7.456018964651135450e-01
1.745544433593749289e+01,5.405910389604646298e+02,2.343358549214038730e-02,5.095669160002768566e-05,6.009649048155695568e-05,2.162663044522734335e-01,6.993039990671101516e-04,1.297121710003833542e-02,7.161946669975106840e-04,2.077951097453250629e-04,9.757159015860024393e-16,7.455945460003922109e-01
1.745574951171874289e+01,5.424539452126834931e+02,2.340756978288744544e-02,5.198732935397301083e-05,6.103253189357786882e-05,2.161568106764069908e-01,7.053667759495430315e-04,1.310885875930812260e-02,7.130955824541453146e-04,2.081318513475323374e-04,-2.794264734440880344e-15,7.455871467107648698e-01
1.745605468749999645e+01,5.443203755012693819e+02,2.338150355145173984e-02,5.303147723237442156e-05,6.197883978527523664e-05,2.160467896268918053e-01,7.113743752703081784e-04,1.324720227318316318e-02,7.099697246567055918e-04,2.084516889902254550e-04,5.873927194481600144e-16,7.455796984445199893e-01
1.745635986328125000e+01,5.461902496761459815e+02,2.335538712463746183e-02,5.408916407448501989e-05,6.293550872354772318e-05,2.159362446282236114e-01,7.173255103473683090e-04,1.338624369692885570e-02,7.068186983475006034e-04,2.087546316755294702e-04,-8.847521967245497582e-16,7.455722010387390020e-01
1.745666503906250000e+01,5.480634882616743653e+02,2.332922082851322104e-02,5.516041676056653487e-05,6.390263615701317489e-05,2.158251789952173594e-01,7.232189422393627866e-04,1.352597907738012188e-02,7.036440764679852784e-04,2.090406933088381736e-04,-1.515423504332207787e-15,7.455646543358260825e-01
1.745697021484375000e+01,5.499400124668493390e+02,2.330300498807660534e-02,5.624526023157600809e-05,6.488032246323301134e-05,2.157135960281764409e-01,7.290534801344325522e-04,1.366640445448116109e-02,7.004473997423225603e-04,2.093098926166645543e-04,-2.674773210470410467e-15,7.455570581744924707e-01
1.745727539062500000e+01,5.518197441947290827e+02,2.327673992748472906e-02,5.734371751215443735e-05,6.586867101087968664e-05,2.156014990132965881e-01,7.348279817068121590e-04,1.380751586314540175e-02,6.972301763692921811e-04,2.095622530985275661e-04,5.302856579014574061e-16,7.455494123985932919e-01
1.745758056640625000e+01,5.537026060513068160e+02,2.325042596958244723e-02,5.845580973215781199e-05,6.686778820440186159e-05,2.154888912166402770e-01,7.405413533730984118e-04,1.394930933468883569e-02,6.939938817225831374e-04,2.097978029402386684e-04,-1.636183665554457026e-15,7.455417168437078468e-01
1.745788574218750000e+01,5.555885213537318350e+02,2.322406343645687030e-02,5.958155615306865056e-05,6.787778355190018952e-05,2.153757758876129469e-01,7.461925505411840529e-04,1.409178089887668829e-02,6.907399581830639271e-04,2.100165749805075045e-04,1.037266941921132832e-15,7.455339713563456927e-01
1.745819091796874645e+01,5.574774141379176626e+02,2.319765264872957269e-02,6.072097419030391454e-05,6.889876969704586233e-05,2.152621562508306163e-01,7.517805777254489303e-04,1.423492658517937041e-02,6.874698149244606090e-04,2.102186065987864995e-04,-2.557285263020507634e-15,7.455261757730048400e-01
1.745849609374999645e+01,5.593692091655549348e+02,2.317119392616754509e-02,6.187407944188556244e-05,6.993086248707492672e-05,2.151480355102029784e-01,7.573044886798413694e-04,1.437874242483882896e-02,6.841848278598311505e-04,2.104039396848399884e-04,-7.679872825528885658e-16,7.455183299411984876e-01
1.745880126953124645e+01,5.612638319305420964e+02,2.314468758724304992e-02,6.304088571318507920e-05,7.097418100246536419e-05,2.150334168433560844e-01,7.627633864034389375e-04,1.452322445225717393e-02,6.808863395377893904e-04,2.105726205257625442e-04,1.990066601020371300e-15,7.455104337070797005e-01
1.745910644531249645e+01,5.631612086648518698e+02,2.311813394897668100e-02,6.422140504440530427e-05,7.202884760578061579e-05,2.149183033986934999e-01,7.681564231191047309e-04,1.466836870655384775e-02,6.775756591360423270e-04,2.107246997363211019e-04,-2.800566508801510749e-15,7.455024869119317721e-01
1.745941162109374645e+01,5.650612663438494110e+02,2.309153332748083501e-02,6.541564774111020277e-05,7.309498799663186953e-05,2.148026982989995615e-01,7.734828002260561329e-04,1.481417123355712948e-02,6.742540625326536420e-04,2.108602322061847245e-04,-7.823692780102658634e-16,7.454944894111549258e-01
1.745971679687499645e+01,5.669639326910764794e+02,2.306488603723800407e-02,6.662362240009934359e-05,7.417273123091458519e-05,2.146866046333688882e-01,7.787417681252764958e-04,1.496062808695557828e-02,6.709227923219307325e-04,2.109792769704878321e-04,-1.979105153465320819e-15,7.454864410527960450e-01
1.746002197265624645e+01,5.688691361825187869e+02,2.303819239152370482e-02,6.784533594124366655e-05,7.526220977615365420e-05,2.145700254597709966e-01,7.839326260671068908e-04,1.510773533018718896e-02,6.675830579754315521e-04,2.110818971622654386e-04,-1.753751874629692329e-15,7.454783416926170636e-01
1.746032714843749645e+01,5.707768060503721017e+02,2.301145270219787098e-02,6.908079363667456304e-05,7.636355953924676445e-05,2.144529638018222439e-01,7.890547219025579933e-04,1.525548903788931029e-02,6.642360359748317438e-04,2.111681599075625822e-04,-3.935457544332494206e-16,7.454701911890241339e-01
1.746063232421874645e+01,5.726868722863209769e+02,2.298466727958671865e-02,7.032999914126227632e-05,7.747691990085740733e-05,2.143354226464238566e-01,7.941074517977519389e-04,1.540388529739181687e-02,6.608828700013282551e-04,2.112381362377428609e-04,-1.573780747247922229e-15,7.454619894008048808e-01
1.746093749999999645e+01,5.745992656443487476e+02,2.295783643263829554e-02,7.159295452465082310e-05,7.860243375254588843e-05,2.142174049439927175e-01,7.990902599150629098e-04,1.555292021037595930e-02,6.575246711754472936e-04,2.112919010112711336e-04,-9.910383544132491315e-16,7.454537361936683926e-01
1.746124267578124645e+01,5.765139176430894850e+02,2.293096046874556690e-02,7.286966030211296436e-05,7.974024752076219302e-05,2.140989136056486719e-01,8.040026380273858657e-04,1.570258989428496496e-02,6.541625182993812942e-04,2.113295328101702064e-04,2.752745789161857752e-16,7.454454314361287359e-01
1.746154785156249645e+01,5.784307605677416859e+02,2.290403969368242851e-02,7.416011546654745093e-05,8.089051119594402079e-05,2.139799515014928211e-01,8.088441251003092042e-04,1.585289048379188645e-02,6.507974581471312860e-04,2.113511138509428908e-04,-5.192930932343573601e-16,7.454370749989291944e-01
1.746185302734374645e+01,5.803497274715546155e+02,2.287707441167093417e-02,7.546431752131480453e-05,8.205337836116365698e-05,2.138605214601446702e-01,8.136143068389239995e-04,1.600381813233716505e-02,6.474305057894572460e-04,2.113567298983865233e-04,-1.001491315445087342e-15,7.454286667587065596e-01
1.746215820312499289e+01,5.822707521769031018e+02,2.285006492529454564e-02,7.678226251255270893e-05,8.322900621272911472e-05,2.137406262669029056e-01,8.183128151842206576e-04,1.615536901353487390e-02,6.440626449300688094e-04,2.113464701657498173e-04,-3.656420591097907670e-16,7.454202065967027169e-01
1.746246337890624289e+01,5.841937692759674974e+02,2.282301153545827563e-02,7.811394506203422048e-05,8.441755558116220020e-05,2.136202686623747404e-01,8.229393277760971336e-04,1.630753932258830266e-02,6.406948282728096343e-04,2.113204272196501216e-04,-2.180806088963469849e-16,7.454116943989333999e-01
1.746276855468749289e+01,5.861187141310283550e+02,2.279591454115470137e-02,7.945935839956238731e-05,8.561919094937475553e-05,2.134994513393365934e-01,8.274935673737987682e-04,1.646032527754167155e-02,6.373279779066140082e-04,2.112786968828022434e-04,-5.327376245845885379e-15,7.454031300500020274e-01
1.746307373046874289e+01,5.880455228743940097e+02,2.276877424004856640e-02,8.081849439897907000e-05,8.683408048161230311e-05,2.133781769472847256e-01,8.319753012826714344e-04,1.661372312110409588e-02,6.339629857549417165e-04,2.112213781648434772e-04,1.913751443319685766e-16,7.453945134535254757e-01
