# time,O2,AR,O,H2O2,HO2,T,H2O,NO,N2,OH,H2,OH*,HE,N,H
0.000931,0.0143359,2.82593e-05,0.00201677,6.86397e-07,7.51526e-06,2732.55,0.219081,0.00272034,0.743819,0.0148642,0.00277923,2.99031e-10,0,1.17077e-06,0.000345675
0.000932,0.014335,2.82593e-05,0.00201667,6.86369e-07,7.51482e-06,2732.54,0.219081,0.00272322,0.743817,0.0148638,0.00277927,2.99015e-10,0,1.17023e-06,0.000345672
0.000933,0.0143341,2.82593e-05,0.00201656,6.86341e-07,7.51438e-06,2732.54,0.219081,0.00272609,0.743816,0.0148634,0.00277931,2.98999e-10,0,1.1697e-06,0.000345669
0.000934,0.0143331,2.82593e-05,0.00201646,6.86313e-07,7.51394e-06,2732.54,0.219081,0.00272897,0.743815,0.014863,0.00277935,2.98983e-10,0,1.16917e-06,0.000345666
0.000935,0.0143322,2.82593e-05,0.00201636,6.86285e-07,7.51351e-06,2732.53,0.219081,0.00273184,0.743813,0.0148626,0.0027794,2.98967e-10,0,1.16864e-06,0.000345664
0.000936,0.0143313,2.82593e-05,0.00201626,6.86257e-07,7.51307e-06,2732.53,0.219081,0.00273471,0.743812,0.0148622,0.00277944,2.98951e-10,0,1.16811e-06,0.000345661
0.000937,0.0143304,2.82593e-05,0.00201616,6.86229e-07,7.51263e-06,2732.52,0.219081,0.00273757,0.743811,0.0148618,0.00277948,2.98934e-10,0,1.16758e-06,0.000345658
0.000938,0.0143294,2.82593e-05,0.00201606,6.86201e-07,7.5122e-06,2732.52,0.21908,0.00274044,0.743809,0.0148614,0.00277952,2.98918e-10,0,1.16705e-06,0.000345655
0.000939,0.0143285,2.82593e-05,0.00201596,6.86173e-07,7.51176e-06,2732.51,0.21908,0.0027433,0.743808,0.014861,0.00277956,2.98902e-10,0,1.16652e-06,0.000345652
0.00094,0.0143276,2.82593e-05,0.00201586,6.86145e-07,7.51132e-06,2732.51,0.21908,0.00274615,0.743807,0.0148606,0.0027796,2.98886e-10,0,1.166e-06,0.00034565
0.000941,0.0143266,2.82593e-05,0.00201576,6.86117e-07,7.51089e-06,2732.51,0.21908,0.00274901,0.743805,0.0148602,0.00277964,2.9887e-10,0,1.16547e-06,0.000345647
0.000942,0.0143257,2.82593e-05,0.00201566,6.86089e-07,7.51045e-06,2732.5,0.21908,0.00275186,0.743804,0.0148597,0.00277968,2.98854e-10,0,1.16495e-06,0.000345644
0.000943,0.0143248,2.82593e-05,0.00201556,6.86062e-07,7.51002e-06,2732.5,0.21908,0.00275471,0.743803,0.0148593,0.00277972,2.98838e-10,0,1.16443e-06,0.000345641
0.000944,0.0143239,2.82593e-05,0.00201546,6.86034e-07,7.50959e-06,2732.49,0.21908,0.00275756,0.743801,0.0148589,0.00277977,2.98822e-10,0,1.1639e-06,0.000345638
0.000945,0.0143229,2.82593e-05,0.00201536,6.86006e-07,7.50915e-06,2732.49,0.21908,0.00276041,0.7438,0.0148585,0.00277981,2.98806e-10,0,1.16338e-06,0.000345636
0.000946,0.014322,2.82593e-05,0.00201526,6.85978e-07,7.50872e-06,2732.49,0.219079,0.00276325,0.743799,0.0148581,0.00277985,2.9879e-10,0,1.16286e-06,0.000345633
0.000947,0.0143211,2.82593e-05,0.00201516,6.85951e-07,7.50829e-06,2732.48,0.219079,0.00276609,0.743797,0.0148577,0.00277989,2.98774e-10,0,1.16234e-06,0.00034563
0.000948,0.0143202,2.82593e-05,0.00201506,6.85923e-07,7.50785e-06,2732.48,0.219079,0.00276893,0.743796,0.0148573,0.00277993,2.98758e-10,0,1.16182e-06,0.000345627
0.000949,0.0143193,2.82593e-05,0.00201496,6.85895e-07,7.50742e-06,2732.47,0.219079,0.00277177,0.743795,0.0148569,0.00277997,2.98742e-10,0,1.16131e-06,0.000345625
0.00095,0.0143183,2.82593e-05,0.00201486,6.85868e-07,7.50699e-06,2732.47,0.219079,0.0027746,0.743794,0.0148565,0.00278001,2.98726e-10,0,1.16079e-06,0.000345622
0.000951,0.0143174,2.82593e-05,0.00201476,6.8584e-07,7.50656e-06,2732.46,0.219079,0.00277743,0.743792,0.0148561,0.00278005,2.9871e-10,0,1.16027e-06,0.000345619
0.000952,0.0143165,2.82593e-05,0.00201466,6.85813e-07,7.50613e-06,2732.46,0.219079,0.00278026,0.743791,0.0148557,0.00278009,2.98694e-10,0,1.15976e-06,0.000345616
0.000953,0.0143156,2.82593e-05,0.00201457,6.85785e-07,7.5057e-06,2732.46,0.219079,0.00278309,0.74379,0.0148553,0.00278013,2.98678e-10,0,1.15924e-06,0.000345613
0.000954,0.0143147,2.82593e-05,0.00201447,6.85757e-07,7.50527e-06,2732.45,0.219078,0.00278591,0.743788,0.0148549,0.00278017,2.98662e-10,0,1.15873e-06,0.000345611
0.000955,0.0143137,2.82593e-05,0.00201437,6.8573e-07,7.50484e-06,2732.45,0.219078,0.00278873,0.743787,0.0148545,0.00278021,2.98646e-10,0,1.15822e-06,0.000345608
0.000956,0.0143128,2.82593e-05,0.00201427,6.85702e-07,7.50441e-06,2732.44,0.219078,0.00279155,0.743786,0.0148541,0.00278026,2.98631e-10,0,1.15771e-06,0.000345605
0.000957,0.0143119,2.82593e-05,0.00201417,6.85675e-07,7.50398e-06,2732.44,0.219078,0.00279437,0.743784,0.0148537,0.0027803,2.98615e-10,0,1.1572e-06,0.000345602
0.000958,0.014311,2.82593e-05,0.00201407,6.85648e-07,7.50355e-06,2732.44,0.219078,0.00279718,0.743783,0.0148533,0.00278034,2.98599e-10,0,1.15669e-06,0.0003456
0.000959,0.0143101,2.82593e-05,0.00201397,6.8562e-07,7.50312e-06,2732.43,0.219078,0.00279999,0.743782,0.0148529,0.00278038,2.98583e-10,0,1.15618e-06,0.000345597
0.00096,0.0143092,2.82593e-05,0.00201387,6.85593e-07,7.50269e-06,2732.43,0.219078,0.0028028,0.74378,0.0148525,0.00278042,2.98567e-10,0,1.15567e-06,0.000345594
0.000961,0.0143083,2.82593e-05,0.00201378,6.85565e-07,7.50226e-06,2732.42,0.219078,0.00280561,0.743779,0.0148521,0.00278046,2.98552e-10,0,1.15517e-06,0.000345591
0.000962,0.0143074,2.82593e-05,0.00201368,6.85538e-07,7.50184e-06,2732.42,0.219077,0.00280841,0.743778,0.0148517,0.0027805,2.98536e-10,0,1.15466e-06,0.000345589
0.000963,0.0143064,2.82593e-05,0.00201358,6.85511e-07,7.50141e-06,2732.42,0.219077,0.00281122,0.743776,0.0148513,0.00278054,2.9852e-10,0,1.15416e-06,0.000345586
0.000964,0.0143055,2.82593e-05,0.00201348,6.85483e-07,7.50098e-06,2732.41,0.219077,0.00281402,0.743775,0.0148509,0.00278058,2.98504e-10,0,1.15365e-06,0.000345583
0.000965,0.0143046,2.82593e-05,0.00201338,6.85456e-07,7.50056e-06,2732.41,0.219077,0.00281681,0.743774,0.0148505,0.00278062,2.98488e-10,0,1.15315e-06,0.00034558
0.000966,0.0143037,2.82593e-05,0.00201328,6.85429e-07,7.50013e-06,2732.4,0.219077,0.00281961,0.743773,0.0148501,0.00278066,2.98473e-10,0,1.15265e-06,0.000345578
0.000967,0.0143028,2.82593e-05,0.00201319,6.85402e-07,7.4997e-06,2732.4,0.219077,0.0028224,0.743771,0.0148497,0.0027807,2.98457e-10,0,1.15214e-06,0.000345575
0.000968,0.0143019,2.82593e-05,0.00201309,6.85375e-07,7.49928e-06,2732.39,0.219077,0.00282519,0.74377,0.0148493,0.00278074,2.98441e-10,0,1.15164e-06,0.000345572
0.000969,0.014301,2.82593e-05,0.00201299,6.85347e-07,7.49885e-06,2732.39,0.219077,0.00282798,0.743769,0.0148489,0.00278078,2.98426e-10,0,1.15114e-06,0.00034557
0.00097,0.0143001,2.82593e-05,0.00201289,6.8532e-07,7.49843e-06,2732.39,0.219076,0.00283076,0.743767,0.0148485,0.00278082,2.9841e-10,0,1.15065e-06,0.000345567
0.000971,0.0142992,2.82593e-05,0.0020128,6.85293e-07,7.49801e-06,2732.38,0.219076,0.00283355,0.743766,0.0148482,0.00278086,2.98394e-10,0,1.15015e-06,0.000345564
0.000972,0.0142983,2.82593e-05,0.0020127,6.85266e-07,7.49758e-06,2732.38,0.219076,0.00283633,0.743765,0.0148478,0.0027809,2.98379e-10,0,1.14965e-06,0.000345561
0.000973,0.0142974,2.82593e-05,0.0020126,6.85239e-07,7.49716e-06,2732.37,0.219076,0.0028391,0.743763,0.0148474,0.00278094,2.98363e-10,0,1.14915e-06,0.000345559
0.000974,0.0142965,2.82593e-05,0.0020125,6.85212e-07,7.49674e-06,2732.37,0.219076,0.00284188,0.743762,0.014847,0.00278098,2.98347e-10,0,1.14866e-06,0.000345556
0.000975,0.0142956,2.82593e-05,0.00201241,6.85185e-07,7.49631e-06,2732.37,0.219076,0.00284465,0.743761,0.0148466,0.00278102,2.98332e-10,0,1.14816e-06,0.000345553
0.000976,0.0142947,2.82593e-05,0.00201231,6.85158e-07,7.49589e-06,2732.36,0.219076,0.00284742,0.74376,0.0148462,0.00278106,2.98316e-10,0,1.14767e-06,0.00034555
0.000977,0.0142938,2.82593e-05,0.00201221,6.85131e-07,7.49547e-06,2732.36,0.219076,0.00285019,0.743758,0.0148458,0.0027811,2.98301e-10,0,1.14718e-06,0.000345548
0.000978,0.0142929,2.82593e-05,0.00201211,6.85104e-07,7.49505e-06,2732.35,0.219075,0.00285296,0.743757,0.0148454,0.00278114,2.98285e-10,0,1.14669e-06,0.000345545
0.000979,0.014292,2.82593e-05,0.00201202,6.85077e-07,7.49463e-06,2732.35,0.219075,0.00285572,0.743756,0.014845,0.00278118,2.9827e-10,0,1.1462e-06,0.000345542
0.00098,0.0142911,2.82593e-05,0.00201192,6.8505e-07,7.49421e-06,2732.35,0.219075,0.00285849,0.743754,0.0148446,0.00278122,2.98254e-10,0,1.14571e-06,0.00034554
0.000981,0.0142902,2.82593e-05,0.00201182,6.85023e-07,7.49379e-06,2732.34,0.219075,0.00286125,0.743753,0.0148442,0.00278126,2.98239e-10,0,1.14522e-06,0.000345537
0.000982,0.0142893,2.82593e-05,0.00201173,6.84996e-07,7.49337e-06,2732.34,0.219075,0.002864,0.743752,0.0148438,0.0027813,2.98223e-10,0,1.14473e-06,0.000345534
0.000983,0.0142884,2.82593e-05,0.00201163,6.84969e-07,7.49295e-06,2732.33,0.219075,0.00286676,0.743751,0.0148434,0.00278134,2.98208e-10,0,1.14424e-06,0.000345532
0.000984,0.0142875,2.82593e-05,0.00201153,6.84942e-07,7.49253e-06,2732.33,0.219075,0.00286951,0.743749,0.014843,0.00278138,2.98192e-10,0,1.14375e-06,0.000345529
0.000985,0.0142866,2.82593e-05,0.00201144,6.84916e-07,7.49211e-06,2732.33,0.219075,0.00287226,0.743748,0.0148427,0.00278142,2.98177e-10,0,1.14327e-06,0.000345526
0.000986,0.0142857,2.82593e-05,0.00201134,6.84889e-07,7.49169e-06,2732.32,0.219074,0.00287501,0.743747,0.0148423,0.00278146,2.98161e-10,0,1.14278e-06,0.000345523
0.000987,0.0142849,2.82593e-05,0.00201125,6.84862e-07,7.49127e-06,2732.32,0.219074,0.00287775,0.743745,0.0148419,0.0027815,2.98146e-10,0,1.1423e-06,0.000345521
0.000988,0.014284,2.82593e-05,0.00201115,6.84835e-07,7.49085e-06,2732.31,0.219074,0.0028805,0.743744,0.0148415,0.00278154,2.9813e-10,0,1.14181e-06,0.000345518
0.000989,0.0142831,2.82593e-05,0.00201105,6.84809e-07,7.49044e-06,2732.31,0.219074,0.00288324,0.743743,0.0148411,0.00278158,2.98115e-10,0,1.14133e-06,0.000345515
0.00099,0.0142822,2.82593e-05,0.00201096,6.84782e-07,7.49002e-06,2732.31,0.219074,0.00288598,0.743742,0.0148407,0.00278162,2.98099e-10,0,1.14085e-06,0.000345513
0.000991,0.0142813,2.82593e-05,0.00201086,6.84755e-07,7.4896e-06,2732.3,0.219074,0.00288871,0.74374,0.0148403,0.00278166,2.98084e-10,0,1.14037e-06,0.00034551
0.000992,0.0142804,2.82593e-05,0.00201077,6.84729e-07,7.48919e-06,2732.3,0.219074,0.00289145,0.743739,0.0148399,0.0027817,2.98069e-10,0,1.13989e-06,0.000345507
0.000993,0.0142795,2.82593e-05,0.00201067,6.84702e-07,7.48877e-06,2732.29,0.219074,0.00289418,0.743738,0.0148395,0.00278174,2.98053e-10,0,1.13941e-06,0.000345505
0.000994,0.0142786,2.82593e-05,0.00201057,6.84675e-07,7.48835e-06,2732.29,0.219073,0.00289691,0.743736,0.0148392,0.00278178,2.98038e-10,0,1.13893e-06,0.000345502
0.000995,0.0142778,2.82593e-05,0.00201048,6.84649e-07,7.48794e-06,2732.29,0.219073,0.00289963,0.743735,0.0148388,0.00278182,2.98023e-10,0,1.13845e-06,0.000345499
0.000996,0.0142769,2.82593e-05,0.00201038,6.84622e-07,7.48752e-06,2732.28,0.219073,0.00290236,0.743734,0.0148384,0.00278185,2.98007e-10,0,1.13798e-06,0.000345497
0.000997,0.014276,2.82593e-05,0.00201029,6.84596e-07,7.48711e-06,2732.28,0.219073,0.00290508,0.743733,0.014838,0.00278189,2.97992e-10,0,1.1375e-06,0.000345494
0.000998,0.0142751,2.82593e-05,0.00201019,6.84569e-07,7.4867e-06,2732.27,0.219073,0.0029078,0.743731,0.0148376,0.00278193,2.97977e-10,0,1.13703e-06,0.000345491
0.000999,0.0142742,2.82593e-05,0.0020101,6.84543e-07,7.48628e-06,2732.27,0.219073,0.00291052,0.74373,0.0148372,0.00278197,2.97961e-10,0,1.13655e-06,0.000345489
0.001,0.0142733,2.82593e-05,0.00201,6.84516e-07,7.48587e-06,2732.27,0.219073,0.00291323,0.743729,0.0148368,0.00278201,2.97946e-10,0,1.13608e-06,0.000345486
